fuente,codigo,producto,familia,ficha_anio,ficha_info,ficha_oem,ficha_medidas,imagen_producto,url_ficha,aplicacion_dayco,tipo_dayco,dimension,posicion,abs
DAYCO,ATB2163,Tensor de distribución,TENSOR,,,1004296 (FORD) | 1004409 (FORD) | 1994409 (FORD) | 1E0512730 (MAZDA) | 96MM-6K254-D2A (FORD) | 96MM-6M250-AC (FORD) | 96MM6M250AC (FORD),,https://webcateu.dayco.ws/img/products/ATB2163.jpg,https://www.dayco.com/la-es/catalog/?search=ATB2163,Principal,TENSIONER&PULLEY,,,
DAYCO,ATB2627,Tensor de distribución,TENSOR,,,,,https://webcateu.dayco.ws/img/products/ATB2627.jpg,https://www.dayco.com/la-es/catalog/?search=ATB2627,Principal,TENSIONER&PULLEY,,,
DAYCO,10A0790C,Correa de transmisión,CORREA DE TRANSMISIÓN,,,,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A0790C,Transmisión,RAW-EDGE(V),,,
DAYCO,10A0800C,Correa de transmisión,CORREA DE TRANSMISIÓN,,,0019972892 (MERCEDES-BENZ) | 007753009539 (MERCEDES-BENZ) | 035903137D (VOLKSWAGEN) | 046145271 (AUDI) | 060145271 (VOLKSWAGEN) | 075903137 (VOLKSWAGEN) | 11063969 (OPEL) | 130493 (FERRARI) | 1757-18-381 (MAZDA) | 2735E8620A (FORD) | 2735E8620C (FORD) | 2N39118 (PEUGEOT) | 32421717953 (BMW) | 32421719953 (BMW) | 400365 (PEUGEOT) | 400366 (PEUGEOT) | 4037771 (FIAT) | 4156392 (FIAT) | 4156931 (FIAT) | 4156931 (IVECO) | 46145271 (FIAT) | 4616931 (FIAT) | 5440191 (PEUGEOT) | 545481 (OPEL) | 545482 (OPEL) | 56992-PM7-003 (HONDA) | 56992-PM7-004 (HONDA) | 574913 (PEUGEOT) | 574914 (PEUGEOT) | 5750F9 (CITROEN) | 5750SC (CITROEN) | 5949504 (FIAT) | 6044423 (FORD) | 6044995 (FORD) | 6554021705 (FIAT) | 6792801 (FORD) | 761F8620AA (FORD) | 7644928 (FIAT) | 7700682388 (RENAULT) | 7701349245 (RENAULT) | 77BF6C301AC (FORD) | 887118381 (MAZDA) | 90048-32044 (DAIHATSU) | 90048-32049 (DAIHATSU) | 90048-32050 (DAIHATSU) | 9004832050 (FIAT) | 9004832077 (DAIHATSU) | 90260872 (OPEL) | 90260872 (VAUXHALL) | 90280872 (GENERAL MOTORS) | 90880972 (OPEL) | 9089407960 (DAIHATSU) | 91536303 (PEUGEOT) | 950365 (OPEL) | 95496836 (PEUGEOT) | 958302 (VOLVO) | 958347 (VOLVO) | 96015521 (CITROEN) | 96144846 (DAEWOO) | 966898 (VOLVO) | 973534 (VOLVO) | 99321-00791 (TOYOTA) | 99321-00805 (TOYOTA) | 99321-00810 (TOYOTA) | 99321-50791 (TOYOTA) | 9932100791 (DAIHATSU) | 9932150791 (DAIHATSU) | 99521-10808 (TOYOTA) | A0019972892 (MERCEDES-BENZ) | A0019974292 (MERCEDES-BENZ) | A007753009539 (MERCEDES-BENZ) | DD39118 (CITROEN) | GCB10800 (ROVER) | N350-18-381 (MAZDA) | V701M8620AA (FORD) | XE020032310A (SEAT),,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A0800C,Transmisión,RAW-EDGE(V),,,
DAYCO,4PK825,Correa Poly-V,CORREA POLY-V,,,11720-70J01 (NISSAN) | 49180-63B20 (SUZUKI),,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK825,Auxiliar,POLY-V,,,
DAYCO,4PK862,Correa Poly-V,CORREA POLY-V,,,11287512762 (BMW) | 11720-V7300 (NISSAN) | 11720-V7301 (NISSAN) | 11720-V7310 (NISSAN) | 119201E400 (NISSAN) | 11950-5J010 (NISSAN) | 1280.59 (CITROEN) | 128025 (PEUGEOT) | 128059 (PEUGEOT) | 2521121200 (HYUNDAI) | 9091602364 (TOYOTA) | 9514184CA0 (SUZUKI) | GMB108 (ROVER) | PS610279 (SUZUKI),,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK862,Auxiliar,POLY-V,,,
DAYCO,6PK1460,Correa Poly-V,CORREA POLY-V,,,1308228 (FORD) | 19348248 (GENERAL MOTORS) | 1E031508A (MAZDA) | 2T1Q6C301AA (FORD) | 9069970592 (MERCEDES-BENZ) | 9129100 (OPEL) | 9129463 (OPEL) | 9226257 (OPEL),,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1460,Auxiliar,POLY-V,,,
DAYCO,6PK1740,Correa Poly-V,CORREA POLY-V,,,03D145933A (SKODA) | 078903137BH (AUDI) | 1072316 (FORD) | 1606353880 (CITROEN) | 208115 (CUMMINS) | 3681816 (CUMMINS) | 3733029101 (HYUNDAI) | 3733029102 (HYUNDAI) | 4451A060 (MITSUBISHI) | 46444537 (ALFA ROMEO) | 46444537 (FIAT) | 46444537 (LANCIA) | 4918065G10 (SUZUKI) | 4918066G10 (SUZUKI) | 5750GK (CITROEN) | 5750GK (PEUGEOT) | 5750GL (PEUGEOT) | 5750VS (CITROEN) | 5750VS (PEUGEOT) | 5750XS (PEUGEOT) | 608113720 (ALFA ROMEO) | 71739923 (FIAT) | 71739924 (FIAT) | 71739924 (LANCIA) | 9622521380 (FIAT) | 9629054080 (FIAT) | 9632410380 (FIAT) | 9632410380 (LANCIA) | 96448466 (PEUGEOT) | 9644846680 (FIAT) | 9644846680 (LANCIA) | 9652746880 (PEUGEOT) | E117741 (PEUGEOT),,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1740,Auxiliar,POLY-V,,,
DAYCO,6PK1905,Correa Poly-V,CORREA POLY-V,,,,,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1905,Auxiliar,POLY-V,,,
DAYCO,6PK860,Correa Poly-V,CORREA POLY-V,,,,,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK860,Auxiliar,POLY-V,,,
DAYCO,KTC1629,Kit cadena de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTC1629.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1629,Principal,CHAIN KIT,,,
DAYCO,1160,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1160.jpg,https://www.dayco.com/la-es/catalog/?search=1160,Auxiliar,TENSIONER&PULLEY,,,
