fuente,codigo,producto,familia,ficha_anio,ficha_info,ficha_oem,ficha_medidas,imagen_producto,url_ficha,aplicacion_dayco,tipo_dayco,dimension,posicion,abs
DAYCO,KTB197,Kit de distribución,KIT DISTRIBUCION,,,0831.R8 (CITROEN) | 083140 (CITROEN) | 083140 (PEUGEOT) | 083141 (PEUGEOT) | 083162 (CITROEN) | 083162 (PEUGEOT) | 083182 (CITROEN) | 083182 (PEUGEOT) | 083183 (CITROEN) | 083183 (PEUGEOT) | 0831R8 (PEUGEOT) | 83141 (CITROEN) | 831R8 (CITROEN) | 9400831409 (ALFA ROMEO) | 9400831409 (FIAT) | 9400831409 (LANCIA) | 9400831629 (ALFA ROMEO) | 9400831629 (FIAT) | 9400831629 (LANCIA) | 9400831789 (FIAT) | 9400831829 (FIAT) | 9467626480 (ALFA ROMEO) | 9467626480 (FIAT) | 9467626480 (LANCIA),,https://webcateu.dayco.ws/img/products/KTB197.jpg,https://www.dayco.com/la-es/catalog/?search=KTB197,Principal,TIMING BELT KIT,,,
DAYCO,141SP+254H,Correa de distribución,CORREA DE DISTRIBUCIÓN,,,081696 (CITROEN) | 081696 (PEUGEOT) | 0816A8 (PEUGEOT) | 0816A9 (CITROEN) | 0816A9 (PEUGEOT) | 1276167G00 (SUZUKI) | 9400816969 (FIAT) | 9400816969 (LANCIA) | 9463380680 (FIAT) | 9463380680 (LANCIA) | 96261574 (CITROEN) | 96261574 (PEUGEOT) | 9626157480 (CITROEN) | 9626157480 (PEUGEOT) | 96290822 (CITROEN) | 96290822 (PEUGEOT) | 9629082280 (CITROEN) | 9629082280 (PEUGEOT),,https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=141SP+254H,Principal,TIMING BELT,,,
DAYCO,4PK800,Correa Poly-V,CORREA POLY-V,,,1000034-02 (SUZUKI) | 11720-D4006 (NISSAN) | 11720-D4016 (NISSAN) | 117202F000 (NISSAN) | 1752151A00 (SAN YOUNG) | 1752185C10 (SUZUKI) | 1752185C11 (SUZUKI) | 17521A60A00 (SUZUKI) | 31110P2A004 (HONDA) | 31110P3RT01 (HONDA) | 60565258 (FIAT) | 60565258 (LANCIA) | 71742126 (FIAT) | 90543954 (OPEL) | 99364-50800 (TOYOTA) | B301-15-907 (MAZDA),,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK800,Auxiliar,POLY-V,,,
DAYCO,6PK1565,Correa Poly-V,CORREA POLY-V,,,5750.RF (CITROEN) | 5750.YE (CITROEN) | 5750.Z3 (CITROEN) | 5750.ZN (CITROEN) | 5750.ZN (PEUGEOT) | 5750PR (PEUGEOT) | 5750RF (PEUGEOT) | 5750T3 (PEUGEOT) | 5750XA (CITROEN) | 5750XA (PEUGEOT) | 5750Y4 (CITROEN) | 5750Y4 (PEUGEOT) | 5750YE (PEUGEOT) | 5750Z2 (PEUGEOT) | 5750Z3 (PEUGEOT) | 9091602469 (TOYOTA) | 90916W2005 (TOYOTA) | 96316038 (PEUGEOT) | 9631603880 (PEUGEOT) | 9638007780 (PEUGEOT) | 9651255780 (FIAT) | 9651255780 (PEUGEOT),,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1565,Auxiliar,POLY-V,,,
DAYCO,3PK500,Correa Poly-V,CORREA POLY-V,,,1714477 (SUZUKI) | 1714477E00 (SUZUKI),,https://webcateu.dayco.ws/img/products/3PK.jpg,https://www.dayco.com/la-es/catalog/?search=3PK500,Auxiliar,POLY-V,,,
DAYCO,5PK1650,Correa Poly-V,CORREA POLY-V,,,12653580 (VAUXHALL) | 1340068 (OPEL) | 252122A300 (HYUNDAI) | 252122A300 (KIA) | 9414160G90 (SUZUKI) | 95141-67D00-000 (SUZUKI) | 9514160G70 (SUZUKI) | 9514160G80 (SUZUKI) | 9514160G90 (SUZUKI) | 9514167D00 (SUZUKI),,https://webcateu.dayco.ws/img/products/5PK.jpg,https://www.dayco.com/la-es/catalog/?search=5PK1650,Auxiliar,POLY-V,,,
DAYCO,5PK1690,Correa Poly-V,CORREA POLY-V,,,55587929 (GENERAL MOTORS),,https://webcateu.dayco.ws/img/products/5PK.jpg,https://www.dayco.com/la-es/catalog/?search=5PK1690,Auxiliar,POLY-V,,,
DAYCO,6PK2825,Correa Poly-V,CORREA POLY-V,,,24581173 (GENERAL MOTORS),,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK2825,Auxiliar,POLY-V,,,
DAYCO,700004,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/700004.jpg,https://www.dayco.com/la-es/catalog/?search=700004,Refrigeración,COOLING HOSE,,,
DAYCO,169STP8M240H,Correa de distribución,CORREA DE DISTRIBUCIÓN,,,5636358 (GENERAL MOTORS) | 5636358 (OPEL) | 5636358 (VAUXHALL) | 5636363 (GENERAL MOTORS) | 5636363 (OPEL) | 5636363 (VAUXHALL) | 5636563 (OPEL) | 5636563 (VAUXHALL) | 636573 (OPEL) | 636573 (VAUXHALL) | 90411777 (GENERAL MOTORS) | 90411777 (OPEL) | 90411777 (VAUXHALL) | 90469985 (GENERAL MOTORS) | 90469985 (OPEL) | 90469985 (VAUXHALL) | 90531681 (GENERAL MOTORS) | 90531681 (OPEL) | 90531681 (VAUXHALL) | 90531682 (GENERAL MOTORS) | 90531682 (OPEL) | 90531682 (VAUXHALL) | 9128726 (OPEL) | 9128726 (VAUXHALL) | 92063917 (CHEVROLET) | 92063917 (DAEWOO) | 92063917 (GENERAL MOTORS) | 92066312 (CHEVROLET) | 92066312 (DAEWOO) | 92066312 (GENERAL MOTORS) | VT271 (IVECO),,https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=169STP8M240H,Principal,TIMING BELT,,,
DAYCO,7816,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7816.jpg,https://www.dayco.com/la-es/catalog/?search=7816,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,KTB257,Kit de distribución,KIT DISTRIBUCION,,,1606191 (GENERAL MOTORS) | 1606191 (OPEL) | 1606191 (VAUXHALL) | 1606192 (GENERAL MOTORS) | 1606192 (OPEL) | 1606192 (VAUXHALL) | 1629064 (GENERAL MOTORS) | 1629064 (OPEL) | 1629064 (VAUXHALL) | 1629065 (GENERAL MOTORS) | 1629065 (OPEL) | 1629065 (VAUXHALL) | 93174260 (GENERAL MOTORS) | 93174260 (OPEL) | 93174260 (VAUXHALL) | 93174261 (GENERAL MOTORS) | 93174261 (OPEL) | 93174261 (VAUXHALL) | 95516737 (GENERAL MOTORS) | 95516737 (OPEL) | 95516737 (VAUXHALL) | 95516738 (GENERAL MOTORS) | 95516738 (OPEL) | 95516738 (VAUXHALL),,https://webcateu.dayco.ws/img/products/KTB257.jpg,https://www.dayco.com/la-es/catalog/?search=KTB257,Principal,TIMING BELT KIT,,,
DAYCO,KTBWP2570,Kit de bomba de agua,KIT BOMBA DE AGUA,,,,,https://webcateu.dayco.ws/img/products/KTBWP2570.jpg,https://www.dayco.com/la-es/catalog/?search=KTBWP2570,Principal,KIT WATER PUMP,,,
DAYCO,171STP8M240H,Correa de distribución,CORREA DE DISTRIBUCIÓN,,,09128722 (SAAB) | 4805292 (OPEL) | 5636350 (GENERAL MOTORS) | 5636350 (OPEL) | 5636350 (VAUXHALL) | 5636359 (GENERAL MOTORS) | 5636359 (OPEL) | 5636359 (VAUXHALL) | 5636370 (GENERAL MOTORS) | 5636370 (OPEL) | 5636370 (VAUXHALL) | 5636372 (OPEL) | 5636372 (VAUXHALL) | 90499525 (DAEWOO) | 90499525 (GENERAL MOTORS) | 90499525 (OPEL) | 90499525 (VAUXHALL) | 90571148 (SAAB) | 9128722 (DAEWOO) | 9128722 (GENERAL MOTORS) | 9128722 (OPEL) | 9128722 (VAUXHALL) | 92062969 (GENERAL MOTORS) | 92062969 (OPEL) | 92062969 (VAUXHALL) | 92063944 (OPEL) | 92063944 (VAUXHALL) | 92065902 (CHEVROLET) | 92065902 (DAEWOO) | 92065902 (GENERAL MOTORS) | 92065902 (OPEL) | 92065902 (VAUXHALL) | 93386687 (SAAB),,https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=171STP8M240H,Principal,TIMING BELT,,,
DAYCO,KIT-9018,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KIT-9018.jpg,https://www.dayco.com/la-es/catalog/?search=KIT-9018,Principal,TIMING BELT KIT,,,
DAYCO,KTB257/1,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTB257/1.jpg,https://www.dayco.com/la-es/catalog/?search=KTB257/1,Principal,TIMING BELT KIT,,,
DAYCO,KTB257/2,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTB257/2.jpg,https://www.dayco.com/la-es/catalog/?search=KTB257/2,Principal,TIMING BELT KIT,,,
DAYCO,73222,Manguera,MANGUERA,,,4346416 (FIAT),,https://webcateu.dayco.ws/img/products/73222.jpg,https://www.dayco.com/la-es/catalog/?search=73222,Refrigeración,COOLING HOSE,,,
DAYCO,7786CS,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7786CS.jpg,https://www.dayco.com/la-es/catalog/?search=7786CS,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,7786,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7786.jpg,https://www.dayco.com/la-es/catalog/?search=7786,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,ATB2577,Tensor de distribución,TENSOR,,,4427069 (FIAT),,https://webcateu.dayco.ws/img/products/ATB2577.jpg,https://www.dayco.com/la-es/catalog/?search=ATB2577,Principal,TENSIONER&PULLEY,,,
DAYCO,KIT-9004,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KIT-9004.jpg,https://www.dayco.com/la-es/catalog/?search=KIT-9004,Principal,TIMING BELT KIT,,,
DAYCO,KTB147/3,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTB147/3.jpg,https://www.dayco.com/la-es/catalog/?search=KTB147/3,Principal,TIMING BELT KIT,,,
DAYCO,KIT-9021,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KIT-9021.jpg,https://www.dayco.com/la-es/catalog/?search=KIT-9021,Principal,TIMING BELT KIT,,,
DAYCO,KTB147/4,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTB147/4.jpg,https://www.dayco.com/la-es/catalog/?search=KTB147/4,Principal,TIMING BELT KIT,,,
DAYCO,118SX150,Correa de distribución,CORREA DE DISTRIBUCIÓN,,,4324568 (FIAT) | 4324568 (LANCIA) | 5973343 (AUTOBIANCHI) | 5973343 (FIAT) | 5973343 (LANCIA) | 7565583 (FIAT),,https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=118SX150,Principal,TIMING BELT,,,
DAYCO,KTB799,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTB799.jpg,https://www.dayco.com/la-es/catalog/?search=KTB799,Principal,TIMING BELT KIT,,,
DAYCO,10A1025HD,Correa de transmisión,CORREA DE TRANSMISIÓN,,,0494104 (DAF) | 1172021 (IVECO) | 1172921 (IVECO) | 1814275 (IVECO) | 3040497 (CUMMINS) | 42522867 (IVECO) | 4665640 (IVECO) | 4764807 (IVECO) | 4814275 (IVECO) | 4818162 (IVECO) | 4818164 (IVECO) | 61500130034 (DAIMLER) | ERC6886 (DAF),,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1025HD,Transmisión,RAW-EDGE(V),,,
DAYCO,13A1425HD,Correa de transmisión,CORREA DE TRANSMISIÓN,,,0009978192 (MERCEDES-BENZ) | 212269 (DAF) | 234125 (DAF) | 236632 (DAF) | 306596 (SCANIA) | 323580 (RENAULT) | 323948 (RENAULT) | 402038 (SCANIA) | 41017068 (IVECO) | 41017069 (IVECO) | 4606260 (IVECO) | 4606269 (IVECO) | 4719583 (IVECO) | 4786727 (IVECO) | 4815459 (IVECO) | 4815464 (IVECO) | 4818791 (IVECO) | 5000820750 (IVECO) | 61689613 (IVECO) | 8003478 (CUMMINS) | 814203 (SCANIA) | 83960838 (NEW HOLLAND) | 98464571 (IVECO) | 98464573 (IVECO) | 98464574 (IVECO),,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1425HD,Transmisión,RAW-EDGE(V),,,
DAYCO,1143,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1143.jpg,https://www.dayco.com/la-es/catalog/?search=1143,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,1143CP,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1143CP.jpg,https://www.dayco.com/la-es/catalog/?search=1143CP,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,7822,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7822.jpg,https://www.dayco.com/la-es/catalog/?search=7822,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,APV1068,Tensor auxiliar,TENSOR,,,46756937 (FIAT) | 55204392 (FIAT),,https://webcateu.dayco.ws/img/products/APV1068.jpg,https://www.dayco.com/la-es/catalog/?search=APV1068,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,APV1079,Tensor auxiliar,TENSOR,,,1204298 (OPEL) | 1535429 (FORD) | 46548452 (ALFA ROMEO) | 46548452 (FIAT) | 46548452 (LANCIA) | 46756902 (ALFA ROMEO) | 46756902 (FIAT) | 46756902 (LANCIA) | 46782739 (FIAT) | 55191969 (FIAT) | 55195023 (FIAT) | 551950230 (FIAT) | 55199669 (FIAT) | 55232827 (ALFA ROMEO) | 55232827 (FIAT) | 55232827 (LANCIA) | 55236520 (FIAT) | 55242399 (FIAT),,https://webcateu.dayco.ws/img/products/APV1079.jpg,https://www.dayco.com/la-es/catalog/?search=APV1079,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,APV3164,Tensor auxiliar,TENSOR,,,,,https://webcateu.dayco.ws/img/products/APV3164.jpg,https://www.dayco.com/la-es/catalog/?search=APV3164,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,ATB1002,Tensor de distribución,TENSOR,,,04892695AB (CHRYSLER) | 46403679 (FIAT) | 46403679 (LANCIA) | 46817666 (FIAT) | 46817666 (LANCIA) | 55248394 (FIAT) | 55282233 (FIAT) | 73503128 (FIAT),,https://webcateu.dayco.ws/img/products/ATB1002.jpg,https://www.dayco.com/la-es/catalog/?search=ATB1002,Principal,TENSIONER&PULLEY,,,
DAYCO,KIT-9025,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KIT-9025.jpg,https://www.dayco.com/la-es/catalog/?search=KIT-9025,Principal,TIMING BELT KIT,,,
DAYCO,KTB285,Kit de distribución,KIT DISTRIBUCION,,,1629023 (OPEL) | 1629023 (VAUXHALL) | 71736717 (ALFA ROMEO) | 71736717 (FIAT) | 71736717 (LANCIA) | 95512802 (OPEL) | 95512802 (VAUXHALL),,https://webcateu.dayco.ws/img/products/KTB285.jpg,https://www.dayco.com/la-es/catalog/?search=KTB285,Principal,TIMING BELT KIT,,,
DAYCO,7704,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7704.jpg,https://www.dayco.com/la-es/catalog/?search=7704,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,ATB2308,Tensor de distribución,TENSOR,,,1535439 (FORD) | 55183497 (FIAT) | 55224645 (FIAT) | 55226056 (FIAT) | 55233759 (FIAT) | 552337590 (FIAT) | 9S516K255AA (FORD),,https://webcateu.dayco.ws/img/products/ATB2308.jpg,https://www.dayco.com/la-es/catalog/?search=ATB2308,Principal,TENSIONER&PULLEY,,,
DAYCO,129P8S220H,Correa de distribución,CORREA DE DISTRIBUCIÓN,,,1564819 (FORD) | 1590748 (FORD) | 46337687 (FIAT) | 55183446 (FIAT) | 55183446 (LANCIA) | 55203785 (FIAT) | 55203785 (LANCIA) | 55217612 (FIAT) | 55217612 (LANCIA) | 71753156 (ALFA ROMEO) | 71753156 (FIAT) | 71753156 (LANCIA) | 9S516K288AA (FORD) | 9S516K288B2A (FORD),,https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=129P8S220H,Principal,TIMING BELT,,,
DAYCO,KIT-9050,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KIT-9050.jpg,https://www.dayco.com/la-es/catalog/?search=KIT-9050,Principal,TIMING BELT KIT,,,
DAYCO,KTB466,Kit de distribución,KIT DISTRIBUCION,,,71754561 (ALFA ROMEO) | 71754561 (FIAT) | 71754561 (LANCIA) | 71775900 (ALFA ROMEO) | 71775900 (CHRYSLER) | 71775900 (DODGE) | 71775900 (FIAT) | 71775900 (JEEP) | 71775900 (LANCIA),,https://webcateu.dayco.ws/img/products/KTB466.jpg,https://www.dayco.com/la-es/catalog/?search=KTB466,Principal,TIMING BELT KIT,,,
DAYCO,7742CP,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7742CP.jpg,https://www.dayco.com/la-es/catalog/?search=7742CP,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,900021,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/900021.jpg,https://www.dayco.com/la-es/catalog/?search=900021,Refrigeración,HOSE,,,
DAYCO,900018,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/900018.jpg,https://www.dayco.com/la-es/catalog/?search=900018,Refrigeración,HOSE,,,
DAYCO,1297,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1297.jpg,https://www.dayco.com/la-es/catalog/?search=1297,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,6PK1450,Correa Poly-V,CORREA POLY-V,,,03D145933 (VOLKSWAGEN) | 04668452 (CHRYSLER) | 04668452AB (CHRYSLER) | 1085038 (FORD) | 1E03-15-907B (MAZDA) | 4668452AB (CHRYSLER) | 55258359 (FIAT) | 55258359 (JEEP) | 55565302 (CHEVROLET) | 55565302 (OPEL) | 55565303 (CHEVROLET) | 55565304 (CHEVROLET) | 98KB6C301AA (FORD) | AHU2749 (ROVER) | GFB101448 (ROVER) | GMB61448 (ROVER) | GRP101448 (ROVER) | MD340887 (MITSUBISHI) | MN158795 (MITSUBISHI) | PQS10035 (ROVER),,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1450,Auxiliar,POLY-V,,,
DAYCO,APV1157,Tensor auxiliar,TENSOR,,,1204295 (OPEL) | 1753079J60 (SUZUKI) | 4627091AA (CHRYSLER) | 51758383 (FIAT) | 51776566 (ALFA ROMEO) | 51882514 (FIAT) | 55190811 (SAAB) | 55190811 (VAUXHALL) | 55193358 (ALFA ROMEO) | 55193358 (FIAT) | 55562251 (OPEL) | 55562251 (SAAB) | 55562251 (VAUXHALL) | 6340555 (OPEL) | 6340572 (OPEL) | 71743963 (FIAT) | 95511417 (VAUXHALL),,https://webcateu.dayco.ws/img/products/APV1157.jpg,https://www.dayco.com/la-es/catalog/?search=APV1157,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,KTC1595,Kit cadena de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTC1595.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1595,Principal,CHAIN KIT,,,
DAYCO,KTC1600,Kit cadena de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTC1600.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1600,Principal,CHAIN KIT,,,
DAYCO,900066,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/900066.jpg,https://www.dayco.com/la-es/catalog/?search=900066,Refrigeración,HOSE,,,
DAYCO,900069,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/900069.jpg,https://www.dayco.com/la-es/catalog/?search=900069,Refrigeración,HOSE,,,
DAYCO,5PK1190,Correa Poly-V,CORREA POLY-V,,,55219839 (FIAT) | 55267966 (FIAT),,https://webcateu.dayco.ws/img/products/5PK.jpg,https://www.dayco.com/la-es/catalog/?search=5PK1190,Auxiliar,POLY-V,,,
DAYCO,7967,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7967.jpg,https://www.dayco.com/la-es/catalog/?search=7967,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,APV4075,Tensor auxiliar,TENSOR,,,,,https://webcateu.dayco.ws/img/products/APV4075.jpg,https://www.dayco.com/la-es/catalog/?search=APV4075,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,KTC1493,Kit cadena de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTC1493.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1493,Principal,CHAIN KIT,,,
DAYCO,KTC1601,Kit cadena de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KTC1601.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1601,Principal,CHAIN KIT,,,
DAYCO,900017,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/900017.jpg,https://www.dayco.com/la-es/catalog/?search=900017,Refrigeración,HOSE,,,
DAYCO,1245,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1245.jpg,https://www.dayco.com/la-es/catalog/?search=1245,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,7823,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7823.jpg,https://www.dayco.com/la-es/catalog/?search=7823,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,2054,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/2054.jpg,https://www.dayco.com/la-es/catalog/?search=2054,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,ATB1006,Tensor de distribución,TENSOR,,,46415744 (FIAT) | 46416489 (FIAT) | 46416489 (LANCIA) | 46742985 (FIAT) | 46742985 (LANCIA) | 46792898 (FIAT) | 46792898 (LANCIA) | 55222606 (FIAT) | 71734799 (FIAT) | 71734799 (LANCIA),,https://webcateu.dayco.ws/img/products/ATB1006.jpg,https://www.dayco.com/la-es/catalog/?search=ATB1006,Principal,TENSIONER&PULLEY,,,
DAYCO,ATB2019,Tensor de distribución,TENSOR,,,46400054 (FIAT) | 46554826 (FIAT) | 55211287 (FIAT) | 71748866 (FIAT) | GT60540 (GMB),,https://webcateu.dayco.ws/img/products/ATB2019.jpg,https://www.dayco.com/la-es/catalog/?search=ATB2019,Principal,TENSIONER&PULLEY,,,
DAYCO,1142,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1142.jpg,https://www.dayco.com/la-es/catalog/?search=1142,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,1165,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1165.jpg,https://www.dayco.com/la-es/catalog/?search=1165,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,1180,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1180.jpg,https://www.dayco.com/la-es/catalog/?search=1180,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,158SHPN254H,Correa de distribución,CORREA DE DISTRIBUCIÓN,,,46400045 (FIAT) | 46400045 (LANCIA) | 46514671 (FIAT) | 46514671 (LANCIA) | 55188191 (FIAT) | 55188192 (FIAT),,https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=158SHPN254H,Principal,TIMING BELT,,,
DAYCO,3PK670,Correa Poly-V,CORREA POLY-V,,,,,https://webcateu.dayco.ws/img/products/3PK.jpg,https://www.dayco.com/la-es/catalog/?search=3PK670,Auxiliar,POLY-V,,,
DAYCO,4415,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/4415.jpg,https://www.dayco.com/la-es/catalog/?search=4415,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,4PK960,Correa Poly-V,CORREA POLY-V,,,,,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK960,Auxiliar,POLY-V,,,
DAYCO,700022,Manguera,MANGUERA,,,,,https://webcateu.dayco.ws/img/products/700022.jpg,https://www.dayco.com/la-es/catalog/?search=700022,Refrigeración,COOLING HOSE,,,
DAYCO,7724,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7724.jpg,https://www.dayco.com/la-es/catalog/?search=7724,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,7724CS,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7724CS.jpg,https://www.dayco.com/la-es/catalog/?search=7724CS,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,7735,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7735.jpg,https://www.dayco.com/la-es/catalog/?search=7735,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,7735CP,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/7735CP.jpg,https://www.dayco.com/la-es/catalog/?search=7735CP,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,APV1032,Tensor auxiliar,TENSOR,,,46424716 (FIAT) | 46424716 (LANCIA) | 60805460 (ALFA ROMEO) | 60811823 (FIAT) | 60812345 (LANCIA) | 60812645 (FIAT) | 7635678 (FIAT) | 7635678 (LANCIA) | 7641011 (FIAT) | 7641011 (LANCIA) | 7650925 (FIAT) | 7650925 (LANCIA) | 7796283 (FIAT) | 7796283 (LANCIA) | 7797142 (FIAT) | 7797142 (LANCIA),,https://webcateu.dayco.ws/img/products/APV1032.jpg,https://www.dayco.com/la-es/catalog/?search=APV1032,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,APV2214,Tensor auxiliar,TENSOR,,,04792835AA (CHRYSLER) | 04891720AA (CHRYSLER) | 1041056100 (LADA) | 2123104105610 (LADA) | 279023120142 (TATA MOTORS) | 46537101 (FIAT) | 46537101 (LANCIA) | 53013928AA (CHRYSLER) | 68061368AA (CHRYSLER),,https://webcateu.dayco.ws/img/products/APV2214.jpg,https://www.dayco.com/la-es/catalog/?search=APV2214,Auxiliar,TENSIONER&PULLEY,,,
DAYCO,KIT-9016,Kit de distribución,KIT DISTRIBUCION,,,,,https://webcateu.dayco.ws/img/products/KIT-9016.jpg,https://www.dayco.com/la-es/catalog/?search=KIT-9016,Principal,TIMING BELT KIT,,,
DAYCO,KTB269,Kit de distribución,KIT DISTRIBUCION,,,71736715 (FIAT) | 71736715 (LANCIA),,https://webcateu.dayco.ws/img/products/KTB269.jpg,https://www.dayco.com/la-es/catalog/?search=KTB269,Principal,TIMING BELT KIT,,,
DAYCO,1232,Tensor genérico,TENSOR,,,,,https://webcateu.dayco.ws/img/products/1232.jpg,https://www.dayco.com/la-es/catalog/?search=1232,Auxiliar,TENSIONER&PULLEY,,,
