codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,pieza,posicion,lado,diametro_int,diametro_ext,altura,diametro_int_filtro,diametro_ext_filtro,altura_filtro,abs
RR10,RODAMIENTO,ALFA ROMEO,33,90>96,Motor: 1.4 / 1.5 / 1.7 - 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RCC2631,RODAMIENTO,ALFA ROMEO,33,90>96,Motor: 1.4 / 1.5 / 1.7 - 16V | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,ALFA ROMEO,33,90>96,Motor: 1.4 / 1.5 / 1.7 - 16V | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RR10,RODAMIENTO,ALFA ROMEO,145,94>02,Motor: 1.4 / 1.7 / 1.8 / 2.0 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR88,RODAMIENTO,ALFA ROMEO,145,94/02,Motor: 1.4/1.7/1.8/2.0 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR10,RODAMIENTO,ALFA ROMEO,146,96>02,Motor: 1.8 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR88,RODAMIENTO,ALFA ROMEO,146,96/02,Motor: 1.8 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR10,RODAMIENTO,ALFA ROMEO,155,92>98,Motor: 1.7 / 1.8 / 2.0 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR10,RODAMIENTO,ALFA ROMEO,164,91>93,Motor: 2.0 TWIN SPARK | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR84,RODAMIENTO,ALFA ROMEO,MITO,08>,Motor: 1.4 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 72 | Alt: 33 | ABS: SI | Obs: MAGNETICO,XGB 40714 | BAH-0053ADX | PW35720033CSM | XGB70714P | 713606390,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,72,33,35,72,33,SI
RR88,RODAMIENTO,ALFA ROMEO,MITO,09/..,Motor: 1.4 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RCC49,RODAMIENTO,ASIA,TOPIC,91>02,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC64,RODAMIENTO,ASIA,TOPIC,91>02,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC2645,RODAMIENTO,ASIA,TOWNER,91>03,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 25 | Ø ext: 47 | Alt: 15 | ABS: NO,32005 X | 32005 X/QVB015 | 4RR32005 | 32005X,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,25,47,15,25,47,15,NO
RCC2631,RODAMIENTO,AUDI,100,90>96,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,AUDI,100,90>96,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC14A,RODAMIENTO,AUDI,A4,94>01,Motor: 1.8 / 1.8T / 2.5 TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC53,RODAMIENTO,AUDI,A4,94>01,Motor: 1.8 / 1.8T / 2.5 TDI | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC53,RODAMIENTO,AUDI,A6,95>97,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC2631,RODAMIENTO,AUDI,A6,95>97,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC2631,RODAMIENTO,BMW,318,82>,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,BMW,318,82>,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC14A,RODAMIENTO,BMW,320,82>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC33,RODAMIENTO,BMW,320,82>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RR42,RODAMIENTO,BMW,ECOSPORT 4X2,03>,Motor: 1.4 TDI / 1.6 / 2.0 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,801663 AA | BAH-0106 DX | 4RR10106M | 713678100 | BAH-0109 C | 4RR801663,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR42,RODAMIENTO,BMW,ECOSPORT 4X4,03>,Motor: 1.4 TDI / 1.6 / 2.0 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,801663 AA | BAH-0106 DX | 4RR10106M | 713678100 | BAH-0109 C | 4RR801663,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR42,RODAMIENTO,BMW,FIESTA,03>11,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,801663 AA | BAH-0106 DX | 4RR10106M | 713678100 | BAH-0109 C | 4RR801663,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR42,RODAMIENTO,BMW,FIESTA KINETIC,12>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,801663 AA | BAH-0106 DX | 4RR10106M | 713678100 | BAH-0109 C | 4RR801663,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR42,RODAMIENTO,CHERY,FOCUS,00>08,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,801663 AA | BAH-0106 DX | 4RR10106M | 713678100 | BAH-0109 C | 4RR801663,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR06,RODAMIENTO,CHERY,QQ,10>,Motor: 1.1 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 68.07 | Alt: 37 | ABS: NO,RE 45747 | BAHB 311315 AD | 4RR311315 | PW39680037CS | 540733 | R170.07 | 713610160 | 510024,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,68.07,37,39,68,37,NO
RR30,RODAMIENTO,CHERY,QQ,10>,Motor: 1.1 | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR50,RODAMIENTO,CHEVROLET,318,<03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR50,RODAMIENTO,CHEVROLET,320,<03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR50,RODAMIENTO,CHEVROLET,325,<03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RR50,RODAMIENTO,CHEVROLET,330,<03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RCC14A,RODAMIENTO,CHEVROLET,400,,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC64,RODAMIENTO,CHEVROLET,400,,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RR02,RODAMIENTO,CHEVROLET,AGILE,09>,Motor: 1.4 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC2631,RODAMIENTO,CHEVROLET,AGILE,09>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,AGILE,09>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,AGILE,09>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR02,RODAMIENTO,CHEVROLET,ASTRA,95>98,Motor: 1.4 / 1.6 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RR30,RODAMIENTO,CHEVROLET,AVEO,08>,Motor: 1.6 16V | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR13,RODAMIENTO,CHEVROLET,AVEO,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 64 | Alt: 37 | ABS: NO,309726 | BAH-0092 | PW34640037CS | 803647.02 | GB10884 | 713691010 | SET 35,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,64,37,34,64,37,NO
RCC32,RODAMIENTO,CHEVROLET,BLAZER 4X2,96>00,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC33,RODAMIENTO,CHEVROLET,BLAZER 4X2,96>00,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC34,RODAMIENTO,CHEVROLET,BLAZER 4X2 / 4X4,96>00,Motor: 2.5 TD DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC2642,RODAMIENTO,CHEVROLET,BLAZER 4X2 / 4X4,00>,Motor: 2.8 TDI | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 45 | Ø ext: 80 | Alt: 26 | ABS: NO | Obs: C/ARANDELA,SET 80 | 4RRSET80 | U497/U460L (SET 80),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,45,80,26,45,80,26,NO
RCC14A,RODAMIENTO,CHEVROLET,C10,63>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC64,RODAMIENTO,CHEVROLET,C10,63>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RR19,RODAMIENTO,CHEVROLET,C10,63>,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 38.892 | Ø ext: 80 | Alt: 27.5 | ABS: NO | Obs: C/ARANDELA,88128 R | 12G-88128 TN9/GJN | 4RR88128 | 208KRR4 C3 | 577188,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,38.892,80,27.5,38,80,27,NO
RCC32,RODAMIENTO,CHEVROLET,C10,80>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC33,RODAMIENTO,CHEVROLET,C10,80>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC34,RODAMIENTO,CHEVROLET,C10,80>,Motor: DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC32,RODAMIENTO,CHEVROLET,C20,91>97,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC64,RODAMIENTO,CHEVROLET,C20,91>97,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC34,RODAMIENTO,CHEVROLET,C20,91>97,Motor: DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RR02,RODAMIENTO,CHEVROLET,CELTA,11>,Motor: 1.4 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
RCC2631,RODAMIENTO,CHEVROLET,CELTA,11>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,CELTA,11>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC63,RODAMIENTO,CHEVROLET,CELTA,11>,Motor: 1.4 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14544 | VKBA4544 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RCC2631,RODAMIENTO,CHEVROLET,CHEVETTE,91>94,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,CHEVROLET,CHEVETTE,91>94,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC41,RODAMIENTO,CHEVROLET,CHEVETTE,91>94,Motor: DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 35 | Ø ext: 65 | Alt: 18.1 | ABS: NO | Obs: C/ARANDELA,SET 9 | 4RRSET9 | U298/U261L (SET 9),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,35,65,18.1,35,65,18,NO
RCC14A,RODAMIENTO,CHEVROLET,CHEVY,73>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC64,RODAMIENTO,CHEVROLET,CHEVY,73>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RR02,RODAMIENTO,CHEVROLET,CLASSIC,10>,Motor: 1.4 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 66 | Alt: 37 | ABS: NO,F 110487 | BAHB 636114 A | 4RR636114 | PW34660037CS | R153.25 | 713664150,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,66,37,34,66,37,NO
