codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,pieza,posicion,lado,diametro_int,diametro_ext,altura,diametro_int_filtro,diametro_ext_filtro,altura_filtro,abs
RR10,RODAMIENTO,RENAULT,EXPRESS,95>,Motor: 1.6 / 1.9 D | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR30,RODAMIENTO,RENAULT,EXPRESS,,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR68,RODAMIENTO,RENAULT,EXPRESS,95>,Motor: 1.6 / 1.9 D | Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RCC73,RODAMIENTO,RENAULT,EXPRESS,95>,Motor: 1.6 / 1.9 D | Pieza: SUSPENSION | Posición: TRAS | Lado: IZQ/DER | ABS: NO | Obs: KIT TORRINTONG + RETEN,KIT 041 VR | VKDA 27010 | 4RR041K | KS 555.01,,,,,,CILBRAKE,,RODAMIENTOS,SUSPENSION,TRAS,IZQ/DER,,,,,,,NO
RR48,RODAMIENTO,RENAULT,FLUENCE,10>,Motor: 1.6 16V / 2.0 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 42 | Ø ext: 80 | Alt: 39 | ABS: SI | Obs: MAGNETICO,XGB 41793 | VKBA6682 | 4RR6682MK | PW42800039CSM | XGB41793R01 | 713631110,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,42,80,39,42,80,39,SI
RR59,RODAMIENTO,RENAULT,FLUENCE,,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 55 | Alt: 0 | ABS: NO,FC41977 | VKBA3676 | FC41288S03 | 713630970,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,55,0,25,55,0,NO
RR300,RODAMIENTO,RENAULT,FUEGO,84>93,Motor: 2.0 / 2.2I | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 108 | Alt: 32 | ABS: NO | Obs: 6 AGUJEROS,TGB 10872 S02 | BA2B445533A | 4RR10872 | PHU10872 | TGB10872 | 713630170 | 513144KK,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,108,32,40,108,32,NO
RCC2648,RODAMIENTO,RENAULT,FUEGO,84>93,Motor: 2.0 / 2.2I | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 20 | Ø ext: 47 | Alt: 15.25 | ABS: NO,30204 | 30204 J2/Q | 4RR30204 | 30204M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,20,47,15.25,20,47,15,NO
RCC49,RODAMIENTO,RENAULT,FUEGO,84>93,Motor: 2.0 / 2.2I | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RR10,RODAMIENTO,RENAULT,KANGOO,98>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR68,RODAMIENTO,RENAULT,KANGOO,98>,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RCC75,RODAMIENTO,RENAULT,KANGOO,98>,Pieza: SUSPENSION | Posición: TRAS | Lado: IZQ/DER | ABS: NO | Obs: KIT TORRINTONG + RETEN,KIT 042 VR | VKDA 27009 | 4RR042K | KS 555.02,,,,,,CILBRAKE,,RODAMIENTOS,SUSPENSION,TRAS,IZQ/DER,,,,,,,NO
RCC73,RODAMIENTO,RENAULT,KANGOO,98>,Pieza: SUSPENSION | Posición: TRAS | Lado: IZQ/DER | ABS: NO | Obs: KIT TORRINTONG + RETEN,KIT 041 VR | VKDA 27010 | 4RR041K | KS 555.01,,,,,,CILBRAKE,,RODAMIENTOS,SUSPENSION,TRAS,IZQ/DER,,,,,,,NO
RR56,RODAMIENTO,RENAULT,KANGOO,08/15,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 62 | Alt: 48 | ABS: NO,4RR41645,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,30,62,48,30,62,48,NO
RR10,RODAMIENTO,RENAULT,LAGUNA,93>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR51,RODAMIENTO,RENAULT,LAGUNA,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 84.025 | Alt: 38 | ABS: NO | Obs: PARA MAZA 5 AGUJERO,GB 40250,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,84.025,38,40,84,38,NO
RR31,RODAMIENTO,RENAULT,LATITUDE,,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 62 | Alt: 48 | ABS: SI,FC 41722 S01,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,30,62,48,30,62,48,SI
RR10,RODAMIENTO,RENAULT,LOGAN,07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR30,RODAMIENTO,RENAULT,LOGAN,07>,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR92,RODAMIENTO,RENAULT,LOGAN,07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72.04 | Alt: 0 | ABS: NO | Obs: 48 POLOS,XGB 41140 P,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72.04,0,37,72,0,NO
RR93,RODAMIENTO,RENAULT,LOGAN,07>10,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 0 | ABS: NO | Obs: 44 POLOS,XGB 41371 P,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,0,37,72,0,NO
RR88,RODAMIENTO,RENAULT,LOGAN,07/..,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR57,RODAMIENTO,RENAULT,LOGAN II,12/..,Motor: Todos | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 55 | Alt: 43 | ABS: NO,FC 41795 S01 | VKBA 6658 | 4RR41795,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,55,43,25,55,43,NO
RR26,RODAMIENTO,RENAULT,MASTER,99>06,Motor: 2.5 D / 2.8 D / 2.8 TD | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,RENAULT,MASTER,06>,Motor: 2.5 DCI | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR10,RODAMIENTO,RENAULT,MEGANE,97>02,Motor: 1.6 8V / 1.9 TD / 2.0 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR30,RODAMIENTO,RENAULT,MEGANE,97>02,Motor: 1.6 8v / 1.9 TD / 2.0 | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR68,RODAMIENTO,RENAULT,MEGANE,97>02,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RCC75,RODAMIENTO,RENAULT,MEGANE,97>02,Motor: 1.6 8v / 1.9 TD / 2.0 - 16V | Pieza: SUSPENSION | Posición: TRAS | Lado: IZQ/DER | ABS: NO | Obs: KIT TORRINTONG + RETEN,KIT 042 VR | VKDA 27009 | 4RR042K | KS 555.02,,,,,,CILBRAKE,,RODAMIENTOS,SUSPENSION,TRAS,IZQ/DER,,,,,,,NO
RR51,RODAMIENTO,RENAULT,MEGANE COUPE,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 84.025 | Alt: 38 | ABS: NO | Obs: PARA MAZA 5 AGUJERO,GB 40250,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,84.025,38,40,84,38,NO
RR25,RODAMIENTO,RENAULT,MEGANE II,02>10,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 55 | Alt: 45 | ABS: NO,FC 40858 S03 | VKBA3639 | 4RR40858 | PW25550045CSHD | FC40858S03 | 713630950 | K85059,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,55,45,25,55,45,NO
RR10,RODAMIENTO,RENAULT,MEGANE II,03>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR68,RODAMIENTO,RENAULT,MEGANE II,03>,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RR48,RODAMIENTO,RENAULT,MEGANE II,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 42 | Ø ext: 80 | Alt: 39 | ABS: SI | Obs: MAGNETICO,XGB 41793 | VKBA6682 | 4RR6682MK | PW42800039CSM | XGB41793R01 | 713631110,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,42,80,39,42,80,39,SI
RR88,RODAMIENTO,RENAULT,MEGANE II,03/..,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR48,RODAMIENTO,RENAULT,MEGANE III,11>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 42 | Ø ext: 80 | Alt: 39 | ABS: SI | Obs: MAGNETICO,XGB 41793 | VKBA6682 | 4RR6682MK | PW42800039CSM | XGB41793R01 | 713631110,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,42,80,39,42,80,39,SI
RR300,RODAMIENTO,RENAULT,NEVADA,86>97,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 108 | Alt: 32 | ABS: NO | Obs: 6 AGUJEROS,TGB 10872 S02 | BA2B445533A | 4RR10872 | PHU10872 | TGB10872 | 713630170 | 513144KK,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,108,32,40,108,32,NO
RCC73,RODAMIENTO,RENAULT,NEVADA,86>97,Pieza: SUSPENSION | Posición: TRAS | Lado: IZQ/DER | ABS: NO | Obs: KIT TORRINTONG + RETEN,KIT 041 VR | VKDA 27010 | 4RR041K | KS 555.01,,,,,,CILBRAKE,,RODAMIENTOS,SUSPENSION,TRAS,IZQ/DER,,,,,,,NO
RR68,RODAMIENTO,RENAULT,NEVADA,,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RR48,RODAMIENTO,RENAULT,OROCH 4X2 / 4X4,16>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 42 | Ø ext: 80 | Alt: 39 | ABS: SI | Obs: MAGNETICO,XGB 41793 | VKBA6682 | 4RR6682MK | PW42800039CSM | XGB41793R01 | 713631110,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,42,80,39,42,80,39,SI
RR10,RODAMIENTO,RENAULT,SANDERO,08>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR30,RODAMIENTO,RENAULT,SANDERO,08>,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR88,RODAMIENTO,RENAULT,SANDERO,08/..,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR57,RODAMIENTO,RENAULT,SANDERO,09/..,Motor: Todos | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 55 | Alt: 43 | ABS: NO,FC 41795 S01 | VKBA 6658 | 4RR41795,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,55,43,25,55,43,NO
RR88,RODAMIENTO,RENAULT,SANDERO STEPWAY,09/..,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR51,RODAMIENTO,RENAULT,SCENIC,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 84.025 | Alt: 38 | ABS: NO | Obs: PARA MAZA 5 AGUJERO,GB 40250,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,84.025,38,40,84,38,NO
RR68,RODAMIENTO,RENAULT,SCENIC,,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RR10,RODAMIENTO,RENAULT,SCENIC,98>01,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR10,RODAMIENTO,RENAULT,SYMBOL,09>,Motor: 1.5 DCI / 1.6 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR30,RODAMIENTO,RENAULT,SYMBOL,09>,Motor: 1.5 DCI / 1.6 16V | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR88,RODAMIENTO,RENAULT,SYMBOL,09/..,Motor: 1.5 DCI / 1.6 16v | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RCC49,RODAMIENTO,RENAULT,TRAFIC,85>,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC2643,RODAMIENTO,RENAULT,TRAFIC,85>,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 35 | Ø ext: 62 | Alt: 18 | ABS: NO,32007 X | 32007X | 513286,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,35,62,18,35,62,18,NO
RR40,RODAMIENTO,RENAULT,TRAFIC,85>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 42 | Ø ext: 84.03 | Alt: 39 | ABS: NO,GB 10702 | VKBA909 | 4RR10702 | PW42840339CS | GB40549 | GB10702S03 | 713644180,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,42,84.03,39,42,84,39,NO
RR20,RODAMIENTO,RENAULT,TWINGO,92>03,Motor: 1.1 / 1.2 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 65 | Alt: 35 | ABS: NO,FC 12033 | BT2B445620BB | 4RR12033 | PW35650035CS | 445620 | FC12033S01 | 713630180 | JRM3535A-90U02,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,65,35,35,65,35,NO
RR30,RODAMIENTO,RENAULT,TWINGO,92>03,Motor: 1.1 / 1.2 | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 52 | Alt: 37 | ABS: NO,FC 12025 | BT2B445539CC | 4RR12025 | PW25520037CSHD2 | FC12025S01 | B292-1447HB | 513001,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,52,37,25,52,37,NO
RR68,RODAMIENTO,RENAULT,TWINGO,92>03,Motor: 1.1 / 1.2 | Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 26 | Ø ext: 47 | Alt: 27 | ABS: NO,F 89628.1 | 4RR89628 | F-89628 | 712038910,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,26,47,27,26,47,27,NO
RR10,RODAMIENTO,RENAULT,TWINGO,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR25,RODAMIENTO,RENAULT,TWINGO,08>,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 25 | Ø ext: 55 | Alt: 45 | ABS: NO,FC 40858 S03 | VKBA3639 | 4RR40858 | PW25550045CSHD | FC40858S03 | 713630950 | K85059,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,25,55,45,25,55,45,NO
RR50A,RODAMIENTO,SEAT,CORDOBA,93>03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110457 | BAHB311443B | 4RR311443 | PW40720037CS | GB12320S01 | 566719,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,72,37,40,72,37,NO
RCC2631,RODAMIENTO,SEAT,CORDOBA,93>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,SEAT,CORDOBA,93>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC54,RODAMIENTO,SEAT,CORDOBA,93>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14529 | VKBA4529 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR50A,RODAMIENTO,SEAT,IBIZA,92>03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110457 | BAHB311443B | 4RR311443 | PW40720037CS | GB12320S01 | 566719,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,72,37,40,72,37,NO
RCC2631,RODAMIENTO,SEAT,IBIZA,92>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,SEAT,IBIZA,92>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RCC54,RODAMIENTO,SEAT,IBIZA,92>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT/EXT | Ø int: 17.462 / 29.000 | Ø ext: 39.878 / 50.292 | Alt: 13.843 / 14.732 | ABS: NO | Obs: KIT (11749/710 + 45449/410 + GRASA + RETEN),14529 | VKBA4529 | 4RR4429K,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT/EXT,17.462 / 29.000,39.878 / 50.292,13.843 / 14.732,,,,NO
RR50A,RODAMIENTO,SEAT,INCA,92>03,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 40 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110457 | BAHB311443B | 4RR311443 | PW40720037CS | GB12320S01 | 566719,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,40,72,37,40,72,37,NO
RCC2631,RODAMIENTO,SEAT,INCA,92>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,SEAT,INCA,92>00,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
