fuente,codigo,producto,familia,marca,modelo,anio,info,oem,imagen_producto,url_ficha,aplicacion_dayco,tipo_dayco,dimension,motor,kw,hp,posicion,abs,ficha_oem,ficha_info
DAYCO,121SX180,Correa de distribución,CORREA DE DISTRIBUCIÓN,FORD,DEL REY,1990-1997,Motor: 8V AP | Versión:  | Gama: LD,037109119B (AUDI) | 037109119B (VOLKSWAGEN) | 056109119A (AUDI) | 056109119A (PORSCHE) | 056109119A (SEAT) | 056109119A (VOLKSWAGEN) | X056109119A (SEAT),https://webcateu.dayco.ws/img/products/TB.jpg,https://www.dayco.com/la-es/catalog/?search=121SX180,Principal,TIMING BELT,,8V AP,85,116,,,,
DAYCO,13A1175C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,DEL REY,1990-1997,Motor: 8V AP | Versión:  | Gama: LD,0K01618381D (KIA) | 0K01618381E (KIA) | 11950-10G01 (NISSAN) | 11950-80W10 (NISSAN) | 1494726 (FORD) | 6144787 (FORD) | 6158131 (FORD) | 6158132 (FORD) | 72TF8620BA (FORD) | 85TF6C301GA (FORD) | 85TF8A615D1A (FORD) | 85TF8A615D2A (FORD) | 85TF8A615DA (FORD) | 90916-02400 (TOYOTA) | 978397 (VOLVO) | 99322-01155 (TOYOTA) | 9932201155 (DAIHATSU) | 99332-11180 (TOYOTA) | 99522-11180 (TOYOTA) | 9952211159 (TOYOTA) | ETC9019 (LAND ROVER) | G60115908 (MAZDA) | GFB147 (ROVER) | GFB215 (ROVER) | GFB227 (ROVER) | RTC9019 (ROVER),https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1175C,Transmisión,RAW-EDGE(V),,8V AP,85,116,,,,
DAYCO,7782,Tensor genérico,TENSOR,FORD,DEL REY,1990-1997,Motor: 8V AP | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/7782.jpg,https://www.dayco.com/la-es/catalog/?search=7782,Auxiliar,TENSIONER&PULLEY,,8V AP,85,116,,,,
DAYCO,ATB2178,Tensor de distribución,TENSOR,FORD,DEL REY,1990-1997,Motor: 8V AP | Versión:  | Gama: LD,026109243 (AUDI) | 026109243 (PORSCHE) | 026109243 (SEAT) | 026109243A (AUDI) | 026109243A (PORSCHE) | 026109243A (SEAT) | 026109243A (VOLKSWAGEN) | 026109243C (AUDI) | 026109243C (PORSCHE) | 026109243C (SEAT) | 026109243C (VOLKSWAGEN) | 026109243E (AUDI) | 026109243E (PORSCHE) | 026109243E (SEAT) | 026109243E (VOLKSWAGEN) | 026109243F (AUDI) | 026109243F (SEAT) | 026109243F (VOLKSWAGEN) | 026109243G (AUDI) | 026109243L (AUDI) | 026109243L (SEAT) | 026109243L (VOLKSWAGEN) | 026109246E (FORD) | 26109243 (VOLKSWAGEN) | GT80070 (GMB),https://webcateu.dayco.ws/img/products/ATB2178.jpg,https://www.dayco.com/la-es/catalog/?search=ATB2178,Principal,TENSIONER&PULLEY,,8V AP,85,116,,,,
DAYCO,1115,Tensor genérico,TENSOR,FORD,ECOSPORT,2001,Motor: SUPERCHARGER | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1115.jpg,https://www.dayco.com/la-es/catalog/?search=1115,Auxiliar,TENSIONER&PULLEY,,SUPERCHARGER,55,75,,,,
DAYCO,1116,Tensor genérico,TENSOR,FORD,ECOSPORT,2001,Motor: SUPERCHARGER | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1116.jpg,https://www.dayco.com/la-es/catalog/?search=1116,Auxiliar,TENSIONER&PULLEY,,SUPERCHARGER,55,75,,,,
DAYCO,APV2867,Tensor auxiliar,TENSOR,FORD,ECOSPORT,2001,Motor: SUPERCHARGER | Versión:  | Gama: LD,31170RB0J01 (HONDA) | 38942PHM004 (HONDA) | 38942PWA004 (HONDA) | ZN1U10K018BA (FORD),https://webcateu.dayco.ws/img/products/APV2867.jpg,https://www.dayco.com/la-es/catalog/?search=APV2867,Auxiliar,TENSIONER&PULLEY,,SUPERCHARGER,55,75,,,,
DAYCO,APV2880,Tensor auxiliar,TENSOR,FORD,ECOSPORT,2001,Motor: SUPERCHARGER | Versión:  | Gama: LD,256519A216AB (FORD),https://webcateu.dayco.ws/img/products/APV2880.jpg,https://www.dayco.com/la-es/catalog/?search=APV2880,Auxiliar,TENSIONER&PULLEY,,SUPERCHARGER,55,75,,,,
DAYCO,1179,Tensor genérico,TENSOR,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1179.jpg,https://www.dayco.com/la-es/catalog/?search=1179,Auxiliar,TENSIONER&PULLEY,,16V DURATEC,103,141,,,,
DAYCO,1220,Tensor genérico,TENSOR,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1220.jpg,https://www.dayco.com/la-es/catalog/?search=1220,Auxiliar,TENSIONER&PULLEY,,16V DURATEC,103,141,,,,
DAYCO,1225,Tensor genérico,TENSOR,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1225.jpg,https://www.dayco.com/la-es/catalog/?search=1225,Auxiliar,TENSIONER&PULLEY,,16V DURATEC,103,141,,,,
DAYCO,4PK1300,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK1300,Auxiliar,POLY-V,,16V DURATEC,103,141,,,,
DAYCO,6PK2240,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK2240,Auxiliar,POLY-V,,16V DURATEC,103,141,,,,
DAYCO,APV2874,Tensor auxiliar,TENSOR,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,1119938 (FORD) | 1135627 (FORD) | 1374385 (FORD) | 1S7Q-19A216-AD (FORD) | 1S7Q19A216AB (FORD) | 1S7Q19A216AC (FORD),https://webcateu.dayco.ws/img/products/APV2874.jpg,https://www.dayco.com/la-es/catalog/?search=APV2874,Auxiliar,TENSIONER&PULLEY,,16V DURATEC,103,141,,,,
DAYCO,APV2878,Tensor auxiliar,TENSOR,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,2N1Q19A216BB (FORD),https://webcateu.dayco.ws/img/products/APV2878.jpg,https://www.dayco.com/la-es/catalog/?search=APV2878,Auxiliar,TENSIONER&PULLEY,,16V DURATEC,103,141,,,,
DAYCO,APV2885,Tensor auxiliar,TENSOR,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/APV2885.jpg,https://www.dayco.com/la-es/catalog/?search=APV2885,Auxiliar,TENSIONER&PULLEY,,16V DURATEC,103,141,,,,
DAYCO,KTC1630,Kit cadena de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2001,Motor: 16V DURATEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1630.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1630,Principal,CHAIN KIT,,16V DURATEC,103,141,,,,
DAYCO,6PK1625,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2002-2005,Motor: 8V SUPERCHARGER | Versión:  | Gama: LD,01-32162-619 (FREIGHTLINER) | 057903137H (AUDI) | 057903137H (MERCEDES-BENZ) | 057903137K (AUDI) | 20457273 (VOLVO) | 3547573 (VOLVO) | 3547607 (VOLVO) | 5750.T0 (CITROEN) | 5750Q6 (CITROEN) | 5750Q6 (PEUGEOT) | 5750R8 (CITROEN) | 5750R8 (PEUGEOT) | 5750T0 (PEUGEOT) | 6340625 (OPEL) | 6340625 (VAUXHALL) | 6340669 (OPEL) | 6340669 (VAUXHALL) | 6849008 (VOLVO) | 809221090 (SUBARU) | 85523606 (CHERY) | 8980100460 (OPEL) | 9146557 (VOLVO) | 9207920 (VOLVO) | 96294081 (CITROEN) | 96300343 (CITROEN) | 97232826 (OPEL) | 97232826 (VAUXHALL) | A11-3701315DA (CHERY),https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1625,Auxiliar,POLY-V,,8V SUPERCHARGER,55,75,,,,
DAYCO,73269,Manguera,MANGUERA,FORD,ECOSPORT,2003-2006,Motor: 8V | Versión:  | Gama: LD,2S658B274AD (FORD),https://webcateu.dayco.ws/img/products/73269.jpg,https://www.dayco.com/la-es/catalog/?search=73269,Refrigeración,COOLING HOSE,,8V,55,75,,,,
DAYCO,73281,Manguera,MANGUERA,FORD,ECOSPORT,2003-2006,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/73281.jpg,https://www.dayco.com/la-es/catalog/?search=73281,Refrigeración,COOLING HOSE,,8V ZETEC ROCAM,55,75,,,,
DAYCO,KTC1075,Kit cadena de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2003-2006,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1075.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1075,Principal,CHAIN KIT,,8V ZETEC ROCAM,55,75,,,,
DAYCO,KTC1599,Kit cadena de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2003-2006,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1599.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1599,Principal,CHAIN KIT,,8V ZETEC ROCAM,55,75,,,,
DAYCO,6PK1050,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1050,Auxiliar,POLY-V,,8V ZETEC ROCAM,77,105,,,,
DAYCO,6PK1700,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1700,Auxiliar,POLY-V,,8V ZETEC ROCAM,77,105,,,,
DAYCO,6PK2240,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK2240,Auxiliar,POLY-V,,8V ZETEC ROCAM,77,105,,,,
DAYCO,701154,Manguera,MANGUERA,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/701154.jpg,https://www.dayco.com/la-es/catalog/?search=701154,Refrigeración,HOSE,,8V ZETEC ROCAM,77,105,,,,
DAYCO,701155,Manguera,MANGUERA,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/701155.jpg,https://www.dayco.com/la-es/catalog/?search=701155,Refrigeración,HOSE,,8V ZETEC ROCAM,77,105,,,,
DAYCO,73198,Manguera,MANGUERA,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,5N 158 B274 AA (FORD),https://webcateu.dayco.ws/img/products/73198.jpg,https://www.dayco.com/la-es/catalog/?search=73198,Refrigeración,COOLING HOSE,,8V ZETEC ROCAM,77,105,,,,
DAYCO,73242,Manguera,MANGUERA,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,2S6588081FA (FORD),https://webcateu.dayco.ws/img/products/73242.jpg,https://www.dayco.com/la-es/catalog/?search=73242,Refrigeración,COOLING HOSE,,8V ZETEC ROCAM,77,105,,,,
DAYCO,73281,Manguera,MANGUERA,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/73281.jpg,https://www.dayco.com/la-es/catalog/?search=73281,Refrigeración,COOLING HOSE,,8V ZETEC ROCAM,77,105,,,,
DAYCO,900047,Manguera,MANGUERA,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/900047.jpg,https://www.dayco.com/la-es/catalog/?search=900047,Refrigeración,HOSE,,8V ZETEC ROCAM,77,105,,,,
DAYCO,KTC1075,Kit cadena de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1075.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1075,Principal,CHAIN KIT,,8V ZETEC ROCAM,77,105,,,,
DAYCO,KTC1599,Kit cadena de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2003,Motor: 8V ZETEC ROCAM | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1599.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1599,Principal,CHAIN KIT,,8V ZETEC ROCAM,77,105,,,,
DAYCO,73254,Manguera,MANGUERA,FORD,ECOSPORT,2003-2012,Motor: 8V | Versión:  | Gama: LD,2S658B081DD (FORD),https://webcateu.dayco.ws/img/products/73254.jpg,https://www.dayco.com/la-es/catalog/?search=73254,Refrigeración,COOLING HOSE,,8V,77,105,,,,
DAYCO,1225,Tensor genérico,TENSOR,FORD,ECOSPORT,2004,Motor: 16V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1225.jpg,https://www.dayco.com/la-es/catalog/?search=1225,Auxiliar,TENSIONER&PULLEY,,16V,103,141,,,,
DAYCO,7807,Tensor genérico,TENSOR,FORD,ECOSPORT,2004,Motor: 16V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/7807.jpg,https://www.dayco.com/la-es/catalog/?search=7807,Auxiliar,TENSIONER&PULLEY,,16V,103,141,,,,
DAYCO,73275,Manguera,MANGUERA,FORD,ECOSPORT,2005-2012,Motor: 8V ZETEC ROCAM FLEX | Versión:  | Gama: LD,5N158B274AC (FORD),https://webcateu.dayco.ws/img/products/73275.jpg,https://www.dayco.com/la-es/catalog/?search=73275,Refrigeración,COOLING HOSE,,8V ZETEC ROCAM FLEX,77,105,,,,
DAYCO,1177,Tensor genérico,TENSOR,FORD,ECOSPORT,2009,Motor: 8V ZETEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1177.jpg,https://www.dayco.com/la-es/catalog/?search=1177,Auxiliar,TENSIONER&PULLEY,,8V ZETEC,77,105,,,,
DAYCO,APV2815,Tensor auxiliar,TENSOR,FORD,ECOSPORT,2009,Motor: 8V ZETEC | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/APV2815.jpg,https://www.dayco.com/la-es/catalog/?search=APV2815,Auxiliar,TENSIONER&PULLEY,,8V ZETEC,77,105,,,,
DAYCO,6PK1030EE,Correa Poly-V,CORREA POLY-V,FORD,ECOSPORT,2012-2018,Motor: 16V SIGMA | Versión:  | Gama: LD,1692105 (FORD) | AM5Q-6C301-EA (FORD),https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1030EE,Auxiliar,POLY-V,,16V SIGMA,77,105,,,,
DAYCO,KTBWP7640,Kit de bomba de agua,KIT BOMBA DE AGUA,FORD,ECOSPORT,2012-2018,Motor: 16V SIGMA | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTBWP7640.jpg,https://www.dayco.com/la-es/catalog/?search=KTBWP7640,Principal,KIT WATER PUMP,,16V SIGMA,77,105,,,,
DAYCO,050P8.65M10HT,Correa de distribución,CORREA DE DISTRIBUCIÓN,FORD,ECOSPORT,2017-2022,Motor: 12V 3CIL DRAGON | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/TBBIO.jpg,https://www.dayco.com/la-es/catalog/?search=050P8.65M10HT,Principal,BIO (BELT-IN-OIL),,12V 3CIL DRAGON,77,105,,,,
DAYCO,129P8.65M18HT,Correa de distribución,CORREA DE DISTRIBUCIÓN,FORD,ECOSPORT,2017-2022,Motor: 12V 3CIL DRAGON | Versión:  | Gama: LD,GN1G6K228CA (FORD) | GN1Z/6268/D (FORD),https://webcateu.dayco.ws/img/products/TBBIO.jpg,https://www.dayco.com/la-es/catalog/?search=129P8.65M18HT,Principal,BIO (BELT-IN-OIL),,12V 3CIL DRAGON,77,105,,,,
DAYCO,KBIO11,Kit de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2017-2022,Motor: 12V 3CIL DRAGON | Versión:  | Gama: LD,GN1G6K228CA (FORD) | GN1Z/6268/D (FORD),https://webcateu.dayco.ws/img/products/KBIO11.jpg,https://www.dayco.com/la-es/catalog/?search=KBIO11,Principal,TIMING BELT KIT,,12V 3CIL DRAGON,77,105,,,,
DAYCO,KBIO21,Kit de distribución,KIT DISTRIBUCION,FORD,ECOSPORT,2017-2022,Motor: 12V 3CIL DRAGON | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KBIO21.jpg,https://www.dayco.com/la-es/catalog/?search=KBIO21,Principal,TIMING BELT KIT,,12V 3CIL DRAGON,77,105,,,,
DAYCO,1160,Tensor genérico,TENSOR,FORD,ECOSPORT C/DH/ACD,2003-2012,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1160.jpg,https://www.dayco.com/la-es/catalog/?search=1160,Auxiliar,TENSIONER&PULLEY,,8V,77,105,,,,
DAYCO,7870,Tensor genérico,TENSOR,FORD,ECOSPORT C/DH/ACD,2003-2012,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/7870.jpg,https://www.dayco.com/la-es/catalog/?search=7870,Auxiliar,TENSIONER&PULLEY,,8V,77,105,,,,
DAYCO,4PK915,Correa Poly-V,CORREA POLY-V,FORD,EDGE,2009,Motor: V6 24V | Versión:  | Gama: LD,11287803527 (BMW) | 1172071J05 (NISSAN) | 1172077A10 (NISSAN) | 11720VJ200 (NISSAN) | 1192016V00 (NISSAN) | 1192016V10 (NISSAN) | 2312728100 (HYUNDAI) | 3056000 (CUMMINS) | 38920PH4661 (HONDA) | 38920PH4662 (HONDA) | 38920PH46620 (HONDA) | 38920PL2013 (HONDA) | 38920PL2505 (HONDA) | 4861401 (CHRYSLER) | 4918063G10 (SUZUKI) | 64557803527 (BMW) | 71719174 (FIAT) | 71749424 (FIAT) | 7651197 (FIAT) | 7651197 (LANCIA) | 7651198 (FIAT) | 7754142 (FIAT) | 77541420 (FIAT) | 7765716 (FIAT) | 7803527 (BMW) | 9091602349 (TOYOTA) | 9091602661 (LEXUS) | 9091602661 (TOYOTA) | FS59-18-381A (MAZDA) | GFB358 (ROVER) | GMB40910 (ROVER) | MB439714 (MITSUBISHI),https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK915,Auxiliar,POLY-V,,V6 24V,213,290,,,,
DAYCO,6PK1137,Correa Poly-V,CORREA POLY-V,FORD,EDGE,2009,Motor: V6 24V | Versión:  | Gama: LD,038903137R (AUDI) | 038903137R (SEAT) | 038903137R (SKODA) | 038903137R (VOLKSWAGEN) | 108589 (RENAULT) | 30809320 (VOLVO) | 30889794 (VOLVO) | 31110PCX505 (HONDA) | 31110PCXG01 (HONDA) | 38920PWA004 (HONDA) | 38920PWA505 (HONDA) | 4401649 (OPEL) | 4401649 (VAUXHALL) | 4402116 (OPEL) | 4402116 (VAUXHALL) | 46547562 (FIAT) | 46751071 (FIAT) | 46751071 (LANCIA) | 46775098 (FIAT) | 46775098 (LANCIA) | 71719400 (FIAT) | 71719400 (LANCIA) | 71753873 (FIAT) | 7700108589 (RENAULT) | 7700853230 (RENAULT) | 7700865429 (MITSUBISHI) | 7700865429 (OPEL) | 7700865429 (RENAULT) | 7700865429 (VOLVO) | 7766106 (FIAT) | 7766106 (LANCIA) | 8200059395 (RENAULT) | 8200059395 (SUZUKI) | 8642479 (VOLVO) | 90916 W2024 (TOYOTA) | 9091602392 (TOYOTA) | 9091602675 (TOYOTA) | 90916W2024 (DAIHATSU) | 9109649 (OPEL) | 9109649 (VAUXHALL) | 9110116 (OPEL) | 9110116 (VAUXHALL) | 9656444980 (CITROEN) | BT4Z8620A (FORD) | CY01-15-908B (MAZDA) | CY01-15-908C (MAZDA) | CY0115908D (MAZDA) | M809320 (MITSUBISHI) | M889794 (MITSUBISHI) | MW8642479 (MITSUBISHI),https://webcateu.dayco.ws/img/products/6PK.jpg,https://www.dayco.com/la-es/catalog/?search=6PK1137,Auxiliar,POLY-V,,V6 24V,213,290,,,,
DAYCO,71221,Manguera,MANGUERA,FORD,ESCORT,... > ...,Motor: 8V  AP | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/71221.jpg,https://www.dayco.com/la-es/catalog/?search=71221,Refrigeración,COOLING HOSE,,8V  AP,85,116,,,,
DAYCO,10A1010C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1984-1996,Motor: 8V CHT | Versión:  | Gama: LD,11231717952 (BMW) | 7700647521 (RENAULT) | 7700663010 (RENAULT) | 7700667399 (RENAULT) | 7700680399 (RENAULT) | 7701068440 (RENAULT) | 7701348507 (RENAULT) | 7701349620 (RENAULT) | 78HF8620BB (FORD) | 82308185 (FIAT) | 8806937 (SAAB) | 960287 (VOLVO) | 966915 (VOLVO) | 973543 (VOLVO),https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1010C,Transmisión,RAW-EDGE(V),,8V CHT,55,75,,,,
DAYCO,10A1035C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1984-1996,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1035C,Transmisión,RAW-EDGE(V),,8V CHT,55,75,,,,
DAYCO,10A1030C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1984-1995,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1030C,Transmisión,RAW-EDGE(V),,8V CHT,51,70,,,,
DAYCO,10A1010C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1984,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1010C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,10A1030C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1984,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1030C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,10A1035C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1984,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1035C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,700002,Manguera,MANGUERA,FORD,ESCORT,1984,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/700002.jpg,https://www.dayco.com/la-es/catalog/?search=700002,Refrigeración,COOLING HOSE,,8V CHT,77,105,,,,
DAYCO,700023,Manguera,MANGUERA,FORD,ESCORT,1984,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/700023.jpg,https://www.dayco.com/la-es/catalog/?search=700023,Refrigeración,COOLING HOSE,,8V CHT,77,105,,,,
DAYCO,1160,Tensor genérico,TENSOR,FORD,ESCORT,1989-2002,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1160.jpg,https://www.dayco.com/la-es/catalog/?search=1160,Auxiliar,TENSIONER&PULLEY,,8V,77,105,,,,
DAYCO,1160CP,Tensor genérico,TENSOR,FORD,ESCORT,1989-2002,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1160CP.jpg,https://www.dayco.com/la-es/catalog/?search=1160CP,Auxiliar,TENSIONER&PULLEY,,8V,77,105,,,,
DAYCO,1225CP,Tensor genérico,TENSOR,FORD,ESCORT,1989-2002,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/1225CP.jpg,https://www.dayco.com/la-es/catalog/?search=1225CP,Auxiliar,TENSIONER&PULLEY,,8V,77,105,,,,
DAYCO,7870,Tensor genérico,TENSOR,FORD,ESCORT,1989-2002,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/7870.jpg,https://www.dayco.com/la-es/catalog/?search=7870,Auxiliar,TENSIONER&PULLEY,,8V,77,105,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,ESCORT,1989-2002,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,77,105,,,,
DAYCO,10A0740C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,ESCORT,1990,Motor: 8V AP | Versión:  | Gama: LD,456907 (PEUGEOT) | 575046 (PEUGEOT) | 5980075 (FIAT) | 7614957 (FIAT) | 7633335 (FIAT) | 7638224 (FIAT) | 7638225 (FIAT) | 7768335 (FIAT) | 9004832095 (DAIHATSU) | PQS10037 (ROVER),https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A0740C,Transmisión,RAW-EDGE(V),,8V AP,77,105,,,,
