codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,boca_chica,boca_grande,largo,posicion,lado,dimensiones
20220,FUELLE,RENAULT,R18,,KIT DE TRANSMISIÓN RENAULT R18 (…93),7701021452,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20220.jpg,https://serratsrl.com.ar/producto/codigo-20220/,SERRAT,Codigo: 20220,TRANSMISIÓN,24,86,125,RUEDA,DER,24 x 86 x 125
20240,FUELLE,MERCEDEZ BENZ / RENAULT,MB180 / R18 / R21 / TRAFIC,86>97,KIT DE TRANSMISIÓN RENAULT R18 (…93) - R21 (86-97) - TRAFIC 1.4 (…89) - TRAFIC 2.0 (…89) - TRAFIC 2.0 (90-03) / MERECEDEZ BENZ MB180,7701464758,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20240.jpg,https://serratsrl.com.ar/producto/codigo-20240/,SERRAT,Codigo: 20240,TRANSMISIÓN,23,75,120,CAJA,IZQ/DER,23 x 75 x 120
20241,FUELLE,RENAULT,R18 / R21 / TRAFIC,86>97,KIT DE TRANSMISION RENAULT R18 (…95) - R21 (86-97) - TRAFIC 1.4 (…89) - TRAFIC 2.0 (…89) - TRAFIC 2.0 (90-03) - | (CON CHAPA),7701464758,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20241.jpg,https://serratsrl.com.ar/producto/codigo-20241/,SERRAT,Codigo: 20241,TRANSMISIÓN,23,76,180,CAJA,IZQ/DER,23 x 76 x 180
20242,FUELLE,RENAULT,R18 / TRAFIC,90>03,KIT DE TRANSMISIÓN RENAULT R18 (...93) - TRAFIC (90-03),7701463586,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20242.jpg,https://serratsrl.com.ar/producto/codigo-20242/,SERRAT,Código: 20242,TRANSMISIÓN,33,79,122,CAJA,IZQ/DER,33 x 79 x 122
20243,FUELLE,RENAULT,R18 / TRAFIC,90>03,KIT DE TRANSMISION RENAULT R18 (...93) - TRAFIC (90-03) - | (CON CHAPA),7701463586,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20243.jpg,https://serratsrl.com.ar/producto/codigo-20243/,SERRAT,Codigo: 20243,TRANSMISIÓN,33,75,180,CAJA,IZQ/DER,33 x 75 x 180
20295,FUELLE,CHEVROLET / FIAT / RENAULT,ASTRA / FUEGO / KADETT / MAREA / R18 / TEMPRA / TIPO / TRAFIC / VECTRA,91>97,KIT DE TRANSMISIÓN CHEVROLET ASTRA (96...) - KADETT (91-97) - VECTRA (94…) / FIAT TEMPRA (92-98) - TIPO (92-98) - MAREA (98-07) / RENAULT R18 (…93) - FUEGO (80-95) - TRAFIC (90-03),7701464775 / 82462961 / 91125491,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20295.jpg,https://serratsrl.com.ar/producto/codigo-20295/,SERRAT,Codigo: 20295,TRANSMISIÓN,23,86,82,RUEDA,IZQ/DER,23 x 86 x 82
20297,FUELLE,FORD / RENAULT / VOLKSWAGEN,ESCORT / GALAXY / GOL / GOL COUNTRY / GOLF / KA / ORION / POINTER / POLO / QUANTUM / R21 / SANTANA / SAVEIRO / VOYAGE,96>03,KIT DE TRANSMISIÓN FORD ESCORT (96-03) - GALAXY (92-96) - KA (97-14) - ORION (93-97) / RENAULT R21 (86-97) / VOLKSWAGEN GOL (91...) - GOL CONTRY (97-11) - GOLF (94-99) - POINTER (94-97) - POLO (96-10) - QUANTUM (91-00) - SANTANA (03-07) - SAVEIRO (96…) - VOYAGE (04…),7701035088 / 547407285 / 337498203,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20297.jpg,https://serratsrl.com.ar/producto/codigo-20297/,SERRAT,Codigo: 20297,TRANSMISIÓN,21,85,85,RUEDA,IZQ/DER,21 x 85 x 85
20300,FUELLE,RENAULT,TRAFIC,,KIT DE TRANSMISIÓN RENAULT TRAFIC 2.0 (...89),7701201810,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20300.jpg,https://serratsrl.com.ar/producto/codigo-20300/,SERRAT,Codigo: 20300,TRANSMISIÓN,25,95,1324,RUEDA,IZQ/DER,25 x 95 x 1324
20320,FUELLE,RENAULT,TRAFIC,,KIT DE TRANSMISIÓN RENAULT TRAFIC 1.4 (...89),7701202237,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20320.jpg,https://serratsrl.com.ar/producto/codigo-20320/,SERRAT,Codigo: 20320,TRANSMISIÓN,23,86,128,RUEDA,IZQ/DER,23 x 86 x 128
20322,FUELLE,MERCEDEZ BENZ,MB180,,KIT DE TRANSMISIÓN MERCEDES BENZ MB 180 - (TODOS LOS MODELOS),AG6313300185,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20322.jpg,https://serratsrl.com.ar/producto/codigo-20322/,SERRAT,Codigo: 20322,TRANSMISIÓN,23,86,128,RUEDA,DER,23 x 86 x 128
20331,FUELLE,RENAULT,CLIO II / KANGOO II / KANGOO III / LOGAN I/II / SANDERO I/II / SYMBOL,08>,KIT DE TRANSMISIÓN RENAULT KANGOO II/III (08…) - SANDERO I/II (08…) - SYMBOL (07…) - LOGAN I/II (07…) - CLIO II (00…) - | (CON LOBULOS),7701471522,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20331-1.jpg,https://serratsrl.com.ar/producto/codigo-20331/,SERRAT,Codigo: 20331,TRANSMISIÓN,20,71,80,CAJA,DER,20 x 71 x 80
20332,FUELLE,RENAULT,R21 / TRAFIC,86>97,KIT DE TRANSMISIÓN RENAULT R21 (86-97) - TRAFIC 1.4 (…89) - | (CON LOBULOS),7701466122,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20332.jpg,https://serratsrl.com.ar/producto/codigo-20332/,SERRAT,Codigo: 20332,TRANSMISIÓN,22,77,118,CAJA,IZQ/DER,22 x 77 x 118
20335,FUELLE,RENAULT,CLIO / EXPRESS / KANGOO / R19 / TWINGO,88>00,KIT DE TRANSMISIÓN RENAULT R19 (88-00) - CLIO (91-00) - EXPRESS (91-03) - KANGOO (99-07) - TWINGO (94-03),7701034800,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20335.jpg,https://serratsrl.com.ar/producto/codigo-20335/,SERRAT,Código: 20335,TRANSMISIÓN,27,88,130,RUEDA,IZQ/DER,27 x 88 x 130
20336,FUELLE,NISSAN / RENAULT,CLIO II / EXPRESS / KANGOO II / KANGOO III / LOGAN I/II / MEGANE III / SANDERO I/II / SCENIC II / SENTRA / SYMBOL / TIIDA,91>03,KIT DE TRANSMISIÓN RENAULT CLIO II (00…) - LOGAN I/II (07…) - SANDERO I/II (08…) - SYMBOL (07…) - EXPRESS (91-03) - KANGOO II/III (08…) - MEGANE II (00-09) - SCENIC II (02-12) - MEGANE III (10…) / NISSAN SENTRA ( 91…) - TIIDA (07-14),7701469021,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20336.jpg,https://serratsrl.com.ar/producto/codigo-20336/,SERRAT,Código: 20336,TRANSMISIÓN,25,80,125,RUEDA,IZQ/DER,25 x 80 x 125
20337,FUELLE,PEUGEOT / RENAULT,308 / CLIO II / EXPRESS / KANGOO / MEGANE III / SCENIC II,91>03,KIT DE TRANSMISIÓN RENAULT CLIO II (00…) - EXPRESS (91-03) - KANGOO II (08…) - MEGANE III (10…) - SCENIC II (02-12) / PEUGEOT 308 (09…),7701469416,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20337.jpg,https://serratsrl.com.ar/producto/codigo-20337/,SERRAT,Codigo: 20337,TRANSMISIÓN,34,80,125,RUEDA,IZQ/DER,34 x 80 x 125
20339,FUELLE,RENAULT,CLIO II / EXPRESS / KANGOO II / KANGOO III / LAGUNA II / MEGANE III / SCENIC / SCENIC II,91>03,KIT DE TRANSMISIÓN RENAULT CLIO II (00…) - EXPRESS (91-03) - KANGOO II/III (08…) - LAGUNA II (03-08) - MEGANE III (10…) - SCENIC (98-02) SCENIC II (02-12 ) - | (CON LOBULOS),7701471522,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20339.jpg,https://serratsrl.com.ar/producto/codigo-20339/,SERRAT,Codigo: 20339,TRANSMISIÓN,26,78,110,CAJA,DER,26 x 78 x 110
20341,FUELLE,RENAULT,CLIO / CLIO II / EXPRESS / KANGOO II / LAGUNA II / MEGANE II / MEGANE III / SCENIC / SCENIC II,91>99,KIT DE TRANSMISIÓN RENAULT CLIO (91-99) - CLIO II (00…) - EXPRESS (91-03) - KANGOO II (08…) - LAGUNA II (03-08) - MEGANE II (00-09) - MEGANE III (10…) - SCENIC (98-02) SCENIC II (02-12 ),7701466349,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20341.jpg,https://serratsrl.com.ar/producto/codigo-20341/,SERRAT,Código: 20341,TRANSMISIÓN,26,78,110,CAJA,DER,26 x 78 x 110
20400,FUELLE,CITROËN / FIAT,128 / REGATTA / VISA,,KIT DE TRANSMISIÓN CITROEN VISA (TODOS LOS MODELOS ) / FIAT 128 (...85) - REGATTA (…92),7509702,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20660-20400.jpg,https://serratsrl.com.ar/producto/codigo-20400/,SERRAT,Código: 20400,TRANSMISIÓN,21,70,101,RUEDA,IZQ/DER,21 x 70 x 101
20420,FUELLE,FIAT,128 / 147 / DUNA / FIORINO / TIPO / UNO,86>91,KIT DE TRANSMISIÓN FIAT 128 (86-91) - 147 (81-97) - DUNA (87-01) - FIORINO (87…) - TIPO (92-98) - UNO (87...),7642776,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20420.jpg,https://serratsrl.com.ar/producto/codigo-20420/,SERRAT,Código: 20420,TRANSMISIÓN,21,75,84,RUEDA,IZQ/DER,21 x 75 x 84
20421,FUELLE,FIAT,MOBI / PALIO / SIENA / STRADA,97>,KIT DE TRANSMISIÓN FIAT PALIO (97...) - SIENA (97…) - STRADA (99…) - MOBI EASY (14…),7725071,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20421.jpg,https://serratsrl.com.ar/producto/codigo-20421/,SERRAT,Codigo: 20421,TRANSMISIÓN,24,83,89,RUEDA,IZQ/DER,24 x 83 x 89
20440,FUELLE,FIAT,REGATTA / TEMPRA / TIPO,93>96,KIT DE TRANSMISIÓN FIAT REGATTA (93-96) - TEMPRA (92-98) - TIPO (92-98),4315444,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20440.jpg,https://serratsrl.com.ar/producto/codigo-20440/,SERRAT,Código: 20440,TRANSMISIÓN,26,63,89,CAJA,IZQ/DER,26 x 63 x 89
20441,FUELLE,FIAT,REGATTA / TEMPRA / TIPO,92>96,KIT DE TRANSMISION FIAT REGATTA (92-96) - TEMPRA (92-98) - TIPO (92-98) - | (CON CHAPA),4315444,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20441.jpg,https://serratsrl.com.ar/producto/codigo-20441/,SERRAT,Código: 20441,TRANSMISIÓN,26,110,97,CAJA,IZQ/DER,26 x 110 x 97
20455,FUELLE,FIAT,REGATTA,93>96,KIT DE TRANSMISIÓN FIAT REGATTA (93-96),5947167,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20455.jpg,https://serratsrl.com.ar/producto/codigo-20455/,SERRAT,Código: 20455,TRANSMISIÓN,25,78,81,RUEDA,IZQ/DER,25 x 78 x 81
20465,FUELLE,FIAT,600,,KIT DE TRANSMISIÓN FIAT 600 - | (CON RETEN Y PORTARETEN ),4293991,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/TRANSMISION_10465-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-20465/,SERRAT,Código: 20465,TRANSMISIÓN,27,78,52,CAJA,IZQ/DER,27 x 78 x 52
20475,FUELLE,FIAT,128,,KIT DE TRANSMISIÓN FIAT 128 (…85) / (CON RETEN Y PORTARETEN),4177472,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/TRANSMISION_10475-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-20475/,SERRAT,Código: 20475,TRANSMISIÓN,25,72,82,CAJA,IZQ/DER,25 x 72 x 82
20485,FUELLE,FIAT,147 / DUNA / FIORINO / REGATTA,81>97,KIT DE TRANSMISIÓN FIAT 147 (81-97) - DUNA (87-95) - FIORINO (87…) - REGATTA (…92) / | (CON RETEN Y PORTA RETEN),75074450,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/10485.jpg,https://serratsrl.com.ar/producto/codigo-20485/,SERRAT,Código: 20485,TRANSMISIÓN,22,78,72,CAJA,IZQ/DER,22 x 78 x 72
20490,FUELLE,FIAT,128 / 147 / DUNA / FIORINO / UNO,86>91,KIT DE TRANSMISIÓN FIAT 128 (86-91) - 147 (81-97) - DUNA (87-95) - FIORINO (87…) - UNO (…92) - | (PARA BRIDA),7689505,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20490.jpg,https://serratsrl.com.ar/producto/codigo-20490/,SERRAT,Código: 20490,TRANSMISIÓN,30,74,90,CAJA,IZQ/DER,30 x 74 x 90
20490,FUELLE,FIAT,128 / 147 / DUNA / FIORINO / UNO,86>91,KIT DE TRANSMISION FIAT 128 (86-91) - 147 (81-97) - DUNA (87-95) - FIORINO (87…) - UNO (…92) - | (PARA BRIDA) - (CON RODAMIENTO Ø 23),7689505,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20490-23-20490-24.jpg,https://serratsrl.com.ar/producto/codigo-20490-23n/,SERRAT,Código: 20490/23N,TRANSMISIÓN,30,74,91,CAJA,DER,30 x 74 x 91
20490,FUELLE,FIAT,128 / 147 / DUNA / FIORINO / UNO,86>91,"KIT DE TRANSMISION FIAT 128 (86-91) - 147 (81-97) - DUNA (87-95) - FIORINO (87…) - UNO (…92) - | | (PARA BRIDA) - (CON RODAMIENTO Ø 24,5)",7689505,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20490-23-20490-24.jpg,https://serratsrl.com.ar/producto/codigo-20490-24n/,SERRAT,Código: 20490/24N,TRANSMISIÓN,30,74,91,CAJA,IZQ/DER,30 x 74 x 91
20492,FUELLE,FIAT,ARGO / CRONOS / DUNA / FIORINO / MOBI / PALIO / SIENA / TIPO / UNO,95>01,KIT DE TRANSMISIÓN FIAT DUNA (95-01) - FIORINO (87...) - PALIO (97…) - SIENA (97…) - TIPO (92-98) - UNO (93…) - ARGO (17…) - CRONOS (17…) - MOBI (10…) - | | (PARA ABRAZADERA),7625541,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20492.jpg,https://serratsrl.com.ar/producto/codigo-20492/,SERRAT,Código: 20492,TRANSMISIÓN,28,82,90,CAJA,IZQ/DER,28 x 82 x 90
20492,FUELLE,FIAT,ARGO / CRONOS / DUNA / FIORINO / MOBI / PALIO / SIENA / TIIDA / TIPO / UNO,95>01,KIT DE TRANSMISION FIAT DUNA (95-01) - FIORINO (87...) - PALIO (97…) - SIENA (97…) - TIPO (92-98) - UNO (93…) - ARGO (17…) - CRONOS (17…) - MOBI (10…) - | | (PARA ABRAZADERA) - (CON RODAMIENTO Ø 23),7625541,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20492-23-20492-24-20492-25.jpg,https://serratsrl.com.ar/producto/codigo-20492-23n/,SERRAT,Código: 20492/23N,TRANSMISIÓN,28,82,90,CAJA,IZQ/DER,28 x 82 x 90
20492,FUELLE,FIAT,ARGO / CRONOS / DUNA / FIORINO / MOBI / PALIO / SIENA / TIPO / UNO,95>01,"KIT DE TRANSMISION FIAT DUNA (95-01) - FIORINO (87...) - PALIO (97…) - SIENA (97…) - TIPO (92-98) - UNO (93…) -ARGO (17…) - CRONOS (17…) - MOBI (10…) - | (PARA ABRAZADERA) - (CON RODAMIENTO Ø 24,5 )",7625541,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20492-23-20492-24-20492-25.jpg,https://serratsrl.com.ar/producto/codigo-20492-24n/,SERRAT,Código: 20492/24N,TRANSMISIÓN,28,82,90,CAJA,IZQ/DER,28 x 82 x 90
20492,FUELLE,FIAT,ARGO / CRONOS / DUNA / FIORINO / MOBI / PALIO / SIENA / TIPO / UNO,95>01,"KIT DE TRANSMISION FIAT DUNA (95-01) - FIORINO (87...) - PALIO (97…) - SIENA (97…) - TIPO (92-98) - UNO (93…) - ARGO (17…) - CRONOS (17…) - MOBI (10…) - | (PARA ABRAZADERA) - (CON RODAMIENTO Ø 25,7)",7625541,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20492-23-20492-24-20492-25.jpg,https://serratsrl.com.ar/producto/codigo-20492-25n/,SERRAT,Código: 20492/25N,TRANSMISIÓN,28,82,90,CAJA,IZQ/DER,28 x 82 x 90
20494,FUELLE,FIAT / PEUGEOT,BOXER / DUCATO,92>98,KIT DE TRANSMISIÓN FIAT DUCATO (92-98) / PEUGEOT BOXER (95-06),329342 / 95569342,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20494.jpg,https://serratsrl.com.ar/producto/codigo-20494/,SERRAT,Código: 20494,TRANSMISIÓN,25,97,143,RUEDA,IZQ/DER,25 x 97 x 143
20496,FUELLE,FIAT / PEUGEOT,BOXER / DUCATO,92>98,KIT DE TRANSMISIÓN FIAT DUCATO (92-98) / PEUGEOT BOXER (95-06),328749 / 95569341,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20496.jpg,https://serratsrl.com.ar/producto/codigo-20496/,SERRAT,Código: 20496,TRANSMISIÓN,22,99,100,CAJA,IZQ/DER,22 x 99 x 100
20500,FUELLE,FORD / VOLKSWAGEN,CARAT / GACEL / GALAXY / GOL / GOL COUNTRY / SAVEIRO / SENDA / VOYAGE,90>92,KIT DE TRANSMISIÓN FORD GALAXY (…91) / V.W. CARAT (90-92) - GACEL (85-94) - GOL (91…) - GOL CONTRY (97-11) - VOYAGE (08…) - SAVEIRO (90-95) - SENDA (89-97),ZBA407285 / 377407285,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20500.jpg,https://serratsrl.com.ar/producto/codigo-20500/,SERRAT,Código: 20500,TRANSMISIÓN,22,80,83,RUEDA,IZQ/DER,22 x 80 x 83
20520,FUELLE,FORD / RENAULT / SEAT / VOLKSWAGEN,CARAT / GACEL / GALAXY / GOL / GOL COUNTRY / R18 / SAVEIRO / SENDA / VARIO / VARIOS / VOYAGE,96>03,KIT DE TRANSMISIÓN FORD ESCORT (96-03) - GALAXY (...91) / RENAULT - R18 (…93) / SEAT - VARIO (99…) / V.W. - CARAT (90-92) - GACEL (85-94) - GOL (91…) - VOYAGE ( 08…) - GOL COUNTRY (97…) - SAVEIRO (90-95) - SENDA (89-96),ZBA407361 / 7701034903,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20520.jpg,https://serratsrl.com.ar/producto/codigo-20520/,SERRAT,Código: 20520,TRANSMISIÓN,21,57,80,CAJA,IZQ/DER,21 x 57 x 80
20521,FUELLE,FORD / RENAULT / SEAT / VOLKSWAGEN,CARAT / ESCORT / GACEL / GALAXY / GOL / GOL COUNTRY / R18 / SAVEIRO / SENDA / VARIO / VARIOS / VOYAGE,88>95,KIT DE TRANSMISION FORD ESCORT (88-95) - GALAXY (...91) / RENAULT R18 (…93) /SEAT - VARIO (99…) / V.W. CARAT (90-92) - GACEL (85-94) - VOYAGE ( 08…) - GOL (91…) - GOL COUNTRY (97…) - SAVEIRO (90-95) - SENDA (89-96) - | (CON CHAPA),ZBA407361 / 7701034903,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20521.jpg,https://serratsrl.com.ar/producto/codigo-20521/,SERRAT,Código: 20521,TRANSMISIÓN,21,88,95,CAJA,IZQ/DER,21 x 88 x 95
20540,FUELLE,FIAT / FORD / VOLKSWAGEN,GALAXY / KOMBI / MAREA / REGATTA / STRADA / TEMPRA,93>96,KIT DE TRANSMISIÓN FIAT REGATTA (93-96) - TEMPRA (92-98) - MAREA (98-07) - STRADA (99..) / FORD GALAXY (…91) / V.W. KOMBI (73-13),43307029 /803407283B / 3015012171,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20540.jpg,https://serratsrl.com.ar/producto/codigo-20540/,SERRAT,Código: 20540,TRANSMISIÓN,25,63,98,RUEDA,IZQ/DER,25 x 63 x 98
20541,FUELLE,FIAT / FORD / VOLKSWAGEN,GALAXY / KOMBI / MAREA / REGATTA / STRADA / TEMPRA,92>96,KIT DE TRANSMISION FIAT REGATTA (92-96) - TEMPRA (93-97) - MAREA (98-07) - STRADA (99..) / FORD GALAXY (…91) / V.W. KOMBI (73-13) - | (CON CHAPA),43307029 /803407283B / 3015012171,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20541.jpg,https://serratsrl.com.ar/producto/codigo-20541/,SERRAT,Código: 20541,TRANSMISIÓN,25,100,120,RUEDA,IZQ/DER,25 x 100 x 120
20568,FUELLE,AUDI / FORD / SEAT / VOLKSWAGEN,A3 / A4 / BORA / CADDY / CORDOBA / ESCORT / GALAXY / GOL / GOL COUNTRY / GOLF / IBIZA / INCA / ORION / PASSAT / POINTER / POLO / QUANTUM / SANTANA / SAVEIRO / TIGUAN / TOLEDO / VOYAGE,96>03,KIT DE TRANSMISIÓN FORD ESCORT (96-03) - GALAXY (92-96) - ORION (93-97) / SEAT IBIZA (95-11) - TOLEDO (94-10) INCA (98-13) - CORDOBA (95-10) / V.W. CADDY (98-09) - PASSAT (95...) - GOL (91…) - GOL COUNTRY (97-11) - GOLF (94-99) - POINTER (94-97 ) - BORA (00-14) - POLO (96-10) - QUANTUM (91-00) - SANTANA ( 03-07) - SAVEIRO (96...) - VOYAGE (04…) - TIGUAN (08...) / AUDI A3 - A4,1K0498201 / 337498201,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20568.jpg,https://serratsrl.com.ar/producto/codigo-20568/,SERRAT,Código: 20568,TRANSMISIÓN,24,58,104,CAJA,IZQ/DER,24 x 58 x 104
20569,FUELLE,AUDI / FORD / SEAT / VOLKSWAGEN,A3 / A4 / BORA / CADDY / CORDOBA / ESCORT / GALAXY / GOL / GOL COUNTRY / GOLF / IBIZA / INCA / ORION / PASSAT / POINTER / POLO / QUANTUM / SANTANA / SAVEIRO / TIGUAN / TOLEDO / VOYAGE,92>96,KIT DE TRANSMISIÓN FORD ESCORT (...03) - GALAXY (92-96) - ORION (93-97) / SEAT IBIZA (95-11) - TOLEDO (94-10) INCA (98-13) - CORDOBA (95-10) / V.W. CADDY (98-09) - PASSAT (95...) - GOL (91…) - GOL COUNTRY (97-11) - GOLF (94-99) - POINTER (94-97 ) - BORA (00-14) - POLO (96-10) - QUANTUM (91-00) - SANTANA ( 03-07) - SAVEIRO (96...) - VOYAGE (04…) - TIGUAN (08...) / AUDI A3 - | (CON CHAPA),1K0498201 / 321498201B,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20569.jpg,https://serratsrl.com.ar/producto/codigo-20569/,SERRAT,Código: 20569,TRANSMISIÓN,24,100,120,CAJA,IZQ/DER,24 x 100 x 120
20572,FUELLE,SEAT / VOLKSWAGEN,CADDY / CORDOBA / COROLLA / CROSSFOX / FOX / GOLF / IBIZA / INCA / POINTER / POLO / SURAN / TOLEDO,95>11,KIT DE TRANSMISIÓN SEAT IBIZA (95-11) - TOLEDO (94-10) - INCA (98-13) - CORDOBA (95-10) / V.W. CADDY (98-09) - FOX - CROSSFOX - SURAN (04…) - GOLF (94...) - POINTER (94-97) - POLO (96-10),191498202A,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20572.jpg,https://serratsrl.com.ar/producto/codigo-20572/,SERRAT,Código: 20572,TRANSMISIÓN,40,62,104,CAJA,IZQ/DER,40 x 62 x 104
20573,FUELLE,SEAT / VOLKSWAGEN,CADDY / CORDOBA / CROSSFOX / FOX / GOLF / IBIZA / INCA / POINTER / POLO / SURAN / TOLEDO,95>11,KIT DE TRANSMISIÓN SEAT IBIZA (95-11) - TOLEDO (94-10) - INCA (98-13) - CORDOBA (95-10) / V.W. CADDY (98-09) - FOX - CROSSFOX - SURAN (04…) - GOLF (94...) - POINTER (94-97) POLO (96-10) - | (CON CHAPA),91498202A,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20573.jpg,https://serratsrl.com.ar/producto/codigo-20573/,SERRAT,Código: 20573,TRANSMISIÓN,40,100,132,CAJA,IZQ/DER,40 x 100 x 132
20600,FUELLE,FORD,SIERRA,,KIT DE TRANSMISIÓN FORD SIERRA 1.6 (...92),6101700,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20600.jpg,https://serratsrl.com.ar/producto/codigo-20600/,SERRAT,Código: 20600,TRANSMISIÓN,19,52,74,RUEDA,IZQ/DER,19 x 52 x 74
20601,FUELLE,FORD,SIERRA,,KIT DE TRANSMISION FORD SIERRA 1.6 (...92) - | (CON CHAPA),6101700,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20601.jpg,https://serratsrl.com.ar/producto/codigo-20601/,SERRAT,Código: 20601,TRANSMISIÓN,19,71,155,RUEDA,IZQ/DER,19 x 71 x 155
20620,FUELLE,FORD,SIERRA,,KIT DE TRANSMISIÓN FORD SIERRA 2.3 (...94),6127557,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20620.jpg,https://serratsrl.com.ar/producto/codigo-20620/,SERRAT,Código: 20620,TRANSMISIÓN,25,59,80,RUEDA,IZQ/DER,25 x 59 x 80
20621,FUELLE,FORD,SIERRA,,KIT DE TRANSMISION FORD SIERRA 2.3 (...94) - | (CON CHAPA),6127557,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20621-1.jpg,https://serratsrl.com.ar/producto/codigo-20621/,SERRAT,Codigo: 20621,TRANSMISIÓN,25,75,165,RUEDA,IZQ/DER,25 x 75 x 165
20640,FUELLE,FORD,COURRIER / ESCORT / FIESTA,97>11,KIT DE TRANSMISIÓN FORD COURRIER (97-11) - ESCORT (88-03) - FIESTA (94...),77TT3A331FA,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20640.jpg,https://serratsrl.com.ar/producto/codigo-20640/,SERRAT,Codigo: 20640,TRANSMISIÓN,23,80,103,RUEDA,IZQ/DER,23 x 80 x 103
20641,FUELLE,FIAT / FORD / JEEP / RENAULT / TOYOTA / VOLKSWAGEN,500 / ARGO / CLIO / CLIO II / CRONOS / DOBLO / ECOSPORT / ETIOS / FOCUS / IDEA / KANGOO II / KANGOO III / LINEA / NIVUS / PUNTO / QUBO / RAV4 / RENEGADE / RENEGADE / S-MAX / STILO / STRADA / T-CROSS / TORO,99>12,KIT DE TRANSMISIÓN FORD ECOSPORT (03...) - FOCUS (99-12) - S MAX (06-15) / FIAT DOBLO (10..) - IDEA (05…) - LINEA ( 08…) - PUNTO (07…) - STILO (03-11) - 500 (12…) - ARGO (17…) - CRONOS (18…) - STRADA (99...) - TORO (11...) - QUBO (08...) / JEEP RENEGADE / RENAULT CLIO MIO 1.2 (13…) / TOYOTA -ETIOS (13…) - RAV4 (94...) / VW. NIVUS (20...) - T-CROSS (20...) / JEEP RENEGADE,XS4J4A084BA / 7701467125 / 044270D338 / 2QB-407-283E,,,,https://serratsrl.com.ar/wp-content/uploads/2024/06/20641.jpg,https://serratsrl.com.ar/producto/codigo-20641/,SERRAT,Código: 20641,TRANSMISIÓN,23,82,107,RUEDA,IZQ/DER,23 x 82 x 107
