codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,boca_chica,boca_grande,largo,posicion,lado,dimensiones
11110,FUELLE,RENAULT,R12,,FUELLE DIRECCION RENAULT R12 (…95) - (MECANICA),7700526380,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11110-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11110/,SERRAT,Código: 11110,DIRECCIÓN,26,36,95,CAJA,IZQ/DER,26 x 36 x 95
11120,FUELLE,RENAULT,R11 / R18 / R9,85>97,FUELLE DIRECCION RENAULT R9 (85-97)/ R11 (85-95)/ R18 (…95) - (MECANICA),7700653459,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11120-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11120-2/,SERRAT,Código: 11120,DIRECCIÓN,11,40,165,CAJA,IZQ,11 x 40 x 165
11140,FUELLE,RENAULT,CLIO / EXPRESS / FUEGO / KANGOO / R11 / R18 / R19 / R9 / TRAFIC / TWINGO,85>97,FUELLE DIRECCION RENAULT R9 (85-97) - R11 (85-95) - R18 (…95) - R19 (88-00) - CLIO (91-02) - FUEGO (…93) - KANGOO (98-02) - TRAFIC 2.0 (90-03) - TWINGO (94-03) - EXPRESS (91-03) - (HIDRAULICA),7700706007,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11140-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11140/,SERRAT,Código: 11140,DIRECCIÓN,11,40,165,CAJA,IZQ/DER,11 x 40 x 165
11150,FUELLE,RENAULT,R11 / R9 / TRAFIC,85>97,"FUELLE DIRECCION RENAULT R9 (85-97) - R11 (85-95) - TRAFIC 1,4CC- 2,00CC (…03) - (MECANICA)",7700774566,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11150-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11150/,SERRAT,Código: 11150,DIRECCIÓN,11,42,119,CAJA,,11 x 42 x 119
11160,FUELLE,RENAULT,R11 / R18 / R9 / TRAFIC,85>97,"FUELLE DIRECCION RENAULT R9 (85-97) / R11 (85-95) R18 (…95) - TRAFIC 1,4CC-2,0CC (…03) - (MECANICA)",7700680852,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11160-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11160/,SERRAT,Código: 11160,DIRECCIÓN,12,35,193,CAJA,DER,12 x 35 x 193
11170,FUELLE,CHERY / RENAULT,CLIO II / KANGOO II / KANGOO III / LAGUNA / LAGUNA II / MASTER / MEGANE / MEGANE II / MEGANE III / QQ / SCENIC / SCENIC II,00>03,FUELLE DIRECCION RENAULT CLIO 2 (00-03) F2 (03…) - LAGUNA I/II (93…) - MEGANE (97-99) - MEGANE II / III (00…) - SCENIC I/II (98-01) - KANGOO II/III (03…) - MASTER (02...) / CHERY QQ - (HIDRAULICA),7701469486,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11170-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11170/,SERRAT,Código: 11170,DIRECCIÓN,11,40,167,CAJA,IZQ/DER,11 x 40 x 167
11180,FUELLE,FIAT,128 / 147 / DUNA / FIORINO / UNO,85>98,FUELLE DIRECCION FIAT 128 (...91) - 147 (85-98) - DUNA - UNO (87…) - FIORINO (87…) - (MECANICA),4371156,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11180-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11180/,SERRAT,Código: 11180,DIRECCIÓN,12,25,183,CAJA,DER,12 x 25 x 183
11190,FUELLE,FIAT,128 / 147 / DUNA / FIORINO / REGATTA / UNO,85>98,FUELLE DIRECCION FIAT 128 (...91) - 147 (85-98) - DUNA - UNO (87…) - FIORINO (87…) - REGATTA (...95) - (MECANICA),4371155,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11190-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11190/,SERRAT,Código: 11190,DIRECCIÓN,12,45,109,CAJA,,12 x 45 x 109
11191,FUELLE,FIAT,PALIO / SIENA / TEMPRA,93>97,Detalle | : FUELLE DIRECCION FIAT PALIO (97…) - SIENA (97…) - TEMPRA (93-97) - (MECANICA) | | Lado/Posición: | Caja Iqz-Der. | | Contenido: | 1 Fuelle. | | |,7079393,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11191-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11191/,SERRAT,Código: 11191,DIRECCIÓN,13,40,141,CAJA,DER,13 x 40 x 141
11192,FUELLE,FIAT / HONDA / HYUNDAI / MITSUBISHI,ARGO / CITY / CRONOS / DOBLO / IDEA / L200 / LINEA / MAREA / MOBI / NEW FIT / PALIO / PUNTO / QUBO / SANTA FE / SIENA / STILO / STRADA / TUCSON,03>11,FUELLE DIRECCION FIAT PALIO (97…) - SIENA (97…) - DOBLO (10…) - MAREA ( 98-07) - IDEA (05…) - LINEA ( 08…) - PUNTO (07…) - STILO (03-11) - STRADA (99...) - MOBI AESY (14...) - ARGO (17…) - CRONOS (18…) - QUBO (08...) / MITSUBISHI L200 / HONDA CITY (09…) - NEW FIT (10…) / HYUNDAI SANTA FE ( 01…) - TUCSON ( 05…) - | (HIDRAULICA),40102164,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11192-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11192/,SERRAT,Código: 11192,DIRECCIÓN,12,53,181,CAJA,IZQ/DER,12 x 53 x 181
11200,FUELLE,FIAT,REGATTA,,FUELLE DIRECCION FIAT REGATTA (...95),5978637,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11200-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11200/,SERRAT,Código: 11200,DIRECCIÓN,25,25,105,INTERMEDIO,,25 x 25 x 105
11210,FUELLE,FIAT,REGATTA,,FUELLE DIRECCION FIAT REGATTA (...95),7545579,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11210-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11210/,SERRAT,Código: 11210,DIRECCIÓN,12,33,48,INTERMEDIO,,12 x 33 x 48
11220,FUELLE,RENAULT,R11 / R18 / R9,85>97,ABRAZADERA DE GOMA CAJA DIR. RENAULT R9 (85-97) - R11 (85-95) - R 18 (…95),7700662571,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11220-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11220/,SERRAT,Código: 11220,DIRECCIÓN,45,45,48,ABRAZADERA DE GOMA,DER,45 x 45 x 48
11221,FUELLE,RENAULT,R11 / R18 / R9,85>97,ABRAZADERA DE GOMA CAJA DIR. RENAULT R9 (85-97) - R11 (85-95) - R18 (…95),7700662571,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11221-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11221/,SERRAT,Código: 11221,DIRECCIÓN,41,41,148,ABRAZADERA DE GOMA,DER,41 x 41 x 148
11222,FUELLE,RENAULT,MEGANE / MEGANE II / MEGANE III,00>,ABRAZADERA DE GOMA CAJA DIR. RENAULT MEGANE I/II /III (00…),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11222-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11222/,SERRAT,Código: 11222,DIRECCIÓN,44,43,38,ABRAZADERA DE GOMA,DER,44 x 43 x 38
11223,FUELLE,CHEVROLET,CHEVETTE / CORCEL II,,ABRAZADERA DE GOMA CAJA DE DIRECCION CHEVETTE CORCEL II (CHICO),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11223-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11223/,SERRAT,Código: 11223,DIRECCIÓN,,,,ABRAZADERA DE GOMA,DER,
11224,FUELLE,CHEVROLET,CHEVETTE / CORCEL II,,ABRAZADERA DE GOMA CAJA DE DIRECCION CHEVETTE CORCEL II (GRANDE),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11224-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11224/,SERRAT,Código: 11224,DIRECCIÓN,,,,ABRAZADERA DE GOMA,DER,
11225,FUELLE,CHEVROLET,CORSA / CORSA 2,02>11,ABRAZADERA DE GOMA CAJA DE DIRECCION CHEVROLET CORSA (94...) - CORSA 2 (02-11) - (HIDRAULICA),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11225-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11225/,SERRAT,Código: 11225,DIRECCIÓN,,,,ABRAZADERA DE GOMA (IZQUIERDA),IZQ,
11226,FUELLE,CHEVROLET,CORSA / CORSA 2,02>11,ABRAZADERA DE GOMA CAJA DE DIRECCION CHEVROLET CORSA (94...) - CORSA 2 (02-11) - (HIDRAULICA),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11226-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11226/,SERRAT,Código: 11226,DIRECCIÓN,,,,ABRAZADERA DE GOMA (DERECHA),DER,
11230,FUELLE,PEUGEOT,504 / 505,,RETEN PINON CREMALLERA PEUGEOT 504GR- 505,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Mesa-de-trabajo-113-20.jpg,https://serratsrl.com.ar/producto/codigo-11230/,SERRAT,Código: 11230,DIRECCIÓN,21,34,8,RETEN PIÑÓN,,21 x 34 x 8
11240,FUELLE,PEUGEOT,404 / 504,,RETEN PINON CREMALLERA PEUGEOT 404 - 504,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11240-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11240/,SERRAT,Código: 11240,DIRECCIÓN,,24,8,RETEN PIÑÓN,,24 x 8
11250,FUELLE,CITROËN,2CV-3CV-AMI 8-MEHARI,,FUELLE DIRECCION CITROEN 2CV - 3CV - AMI 8 - MEHARI - (MECANICA),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11250-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11250/,SERRAT,Código: 11250,DIRECCIÓN,11,26,143,CAJA,IZQ,11 x 26 x 143
11260,FUELLE,CITROËN,2CV-3CV-AMI 8-MEHARI,,FUELLE DIRECCION CITROEN 2CV - 3CV - AMI 8 - MEHARI - (MECANICA),,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11260-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11260/,SERRAT,Código: 11260,DIRECCIÓN,11,26,115,CAJA,DER,11 x 26 x 115
11270,FUELLE,FIAT / PEUGEOT,BOXER / DUCATO,92>96,FUELLE DIRECCION FIAT DUCATO (92-96) / PEUGEOT BOXER (95-97) - (MECANICA),406618 / 47500000380,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11270-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11270/,SERRAT,Código: 11270,DIRECCIÓN,13,40,215,CAJA,DER,13 x 40 x 215
11280,FUELLE,FIAT / PEUGEOT,BOXER / DUCATO,92>96,FUELLE DIRECCION FIAT DUCATO (92-96) / PEUGEOT BOXER (95-97) - (MECANICA),406619 / 47500000280,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11280-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11280/,SERRAT,Código: 11280,DIRECCIÓN,11,47,148,CAJA,IZQ,11 x 47 x 148
11290,FUELLE,CITROËN / PEUGEOT,205 / BERLINGO / C15 / PARTNER,,RETEN PIÑON CREMALLERA PEUGEOT 205- PARTNER/ CITROEN BERLINGO - C15,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/11290-1.jpg,https://serratsrl.com.ar/producto/codigo-11290/,SERRAT,Código: 11290,DIRECCIÓN,11,26,115,RETEN PIÑÓN,,11 x 26 x 115
11295,FUELLE,FIAT / PEUGEOT,BOXER / DUCATO,,RETEN PIÑON FIAT DUCATO/ PEUGEOT BOXER,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11295-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11295/,SERRAT,Código: 11295,DIRECCIÓN,18,34,8,RETEN PIÑÓN,,18 x 34 x 8
11300,FUELLE,PEUGEOT / RENAULT / VOLKSWAGEN,1500 / 404 / 4L / 504 / R12 / R4 / R6 / VW1500,82>92,MANCHON PEUGEOT 404 - TODOS/ 504 - TODOS (…82) / RENAULT R4 - 4L - R6 C/CRUCETAS - R6 C/HOMOCINETICA (82-92) - R12 C/TRICETA 4 VEL. GTS - L-TS-BREAK (…81) - R12 C/HOMCINETICA 4 VEL. (82-86) -R12 C/HOMOCINETICA 5 VEL. (87-95) / V.W. 1500,7704002058 / 404006,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/11300-2.jpg,https://serratsrl.com.ar/producto/codigo-11300/,SERRAT,Código: 11300,DIRECCIÓN,8,49,75,DIRECCION,,8 x 49 x 75
11305,FUELLE,PEUGEOT / RENAULT / VOLKSWAGEN,1500 / 404 / 4L / 504 / R12 / R4 / R6 / VW1500,82>92,MANCHON PEUGEOT 404 - 504 (…82) / RENAULT R4 - 4L - R6 C/CRUCETAS - R6 C/HOMOCINETICA (82-92) -R12 C/TRICETA 4 VEL.(…81) - R12 C/HOMCINETICA 4 VEL. (82-86) - R12 C/HOMOCINETICA 5 VEL. (87-95)/ V.W. 1500 (CON REFUERZO DE TELA),7704002058 / 404006,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/11305-31305.jpg,https://serratsrl.com.ar/producto/codigo-11305/,SERRAT,Código: 11305,DIRECCIÓN,8,49,75,DIRECCION,,8 x 49 x 75
11310,FUELLE,PEUGEOT,504 / 505,83>00,MANCHON PEUGEOT 504 (83-00) - 505 (82-95) - | (C/REFUERZO METALICO),404008,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/11310-2.jpg,https://serratsrl.com.ar/producto/codigo-11310/,SERRAT,Código: 11310,DIRECCIÓN,8,48,75,DIRECCION,,8 x 48 x 75
11315,FUELLE,CITROËN / PEUGEOT,306 / 605 / BERLINGO / BX / EXPERT / PARTNER / XANTIA / XM / XSARA,90>93,CAPUCHON PRECAP CITROEN BERLINGO (02…) - BX (90-93) - PICASSO (01…) - XANTIA: (93-01) - XM(93-95) - XSARA (98…) / PEUGEOT 306 (99-03) - 605 (92-00) - EXPERT (98…) - PARTNER (98…),406631,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11315-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11315/,SERRAT,Código: 11315,DIRECCIÓN,11,35,49,PRECAP,,11 x 35 x 49
11316,FUELLE,CITROËN / PEUGEOT,205 / 306 / 405 / 504 / 505 / AX / C15 / ZX,98>01,CAPUCHON PRECAP CITROEN BERLINGO (98-01) - C15 (92…) - ZX (93-99) -AX (93-95) - ZX (93-99) / PEUGEOT 205 (92-00) - 306 - 405 (96-03) - 504 (83-00) - 505 (82-95),406616,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11316-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-31316/,SERRAT,Código: 11316,DIRECCIÓN,11,39,87,PRECAP,,11 x 39 x 87
11320,FUELLE,CITROËN / PEUGEOT,306 / 605 / BX / EXPERT / PARTNER / XANTIA / XM / XSARA,90>93,FUELLE DIRECCION CITROEN BERLINGO (02…) - BX (90-93) - PICASSO (01…) XANTIA (93-01) - XM (93-95) - XSARA (98…) / PEUGEOT 306 (99-03) - 605 (92-00) - EXPERT (99…) - PARTNER (98…),446629 / 95495914,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11320-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11320/,SERRAT,Código: 11320,DIRECCIÓN,12,49,200,CAJA,,12 x 49 x 200
11330,FUELLE,CITROËN / PEUGEOT,306 / 605 / BX / EXPERT / PARTNER / XANTIA / XM / XSARA,90>93,FUELLE DIRECCION CITROEN BERLINGO (02…) - BX (90-93) - PICASSO (01…) - XANTIA (93-01) - XM (93-95) - XSARA (98…) / PEUGEOT 306 (99-03) - 605 (92-00) - EXPERT (99…) - PARTNER (98…),446630 / 95639173,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11330-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11330/,SERRAT,Código: 11330,DIRECCIÓN,48,47,119,CAJA,DER,48 x 47 x 119
11335,FUELLE,CITROËN / PEUGEOT,206 / 207 / 3008 / 307 / 308 / 406 / 407 / 408 / C3 / C4 / C5,05>11,FUELLE DIRECCION PEUGEOT 206 (99…) - 207 (08…) - 308 (09…) - 407 (05-11) - 406 (96-05) - 307 (01-12) - 3008 (10…) - 408 (10..) / CITROEN C3 (03…) -C4 (07…) - C5 (02-09) - (HIDRAULICA),406657,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11335-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11335/,SERRAT,Código: 11335,DIRECCIÓN,19,61,180,CAJA,IZQ/DER,19 x 61 x 180
11340,FUELLE,CITROËN / FIAT / MERCEDEZ BENZ / NISSAN / PEUGEOT,806 / BOXER / DUCATO / FRONTIER / JUMPER / MURANO / SPRINTER,92>02,FUELLE DIRECCION CITROEN JUMPER (99…) / FIAT DUCATO (97…) / PEUGEOT 806 (92-02) - BOXER (98-01) / NISSAN FRONTIER (15…) - MURANO / MERECEDEZ BENZ SPRINTER - (HIDRAULICA -MECANICA),9943623 / 406641,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11340-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11340/,SERRAT,Código: 11340,DIRECCIÓN,15,54,274,CAJA,IZQ/DER,15 x 54 x 274
11350,FUELLE,CHEVROLET,CORSA / CORSA 2,94>,FUELLE DIRECCION CHEVROLET CORSA (94...) - CORSA 2 (02...) - (MECANICA),902826,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11350-escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11350/,SERRAT,Código: 11350,DIRECCIÓN,13,47,167,CAJA,IZQ/DER,13 x 47 x 167
11370,FUELLE,FIAT,PALIO / SIENA,,BUJE FIAT PALIO - SIENA,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11370-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11370/,SERRAT,Código: 11370,DIRECCIÓN,,26,58,BUJE,,26 x 58
11371,FUELLE,CHEVROLET,MERIVA,,BUJE CHEVROLET MERIVA,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11371-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11371/,SERRAT,Código: 11371,DIRECCIÓN,19,29,56,BUJE,,19 x 29 x 56
11372,FUELLE,FORD,FIESTA,,BUJE FORD FIESTA,,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11372-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11372/,SERRAT,Código: 11372,DIRECCIÓN,16,16,24,BUJE,,16 x 16 x 24
11380,FUELLE,CHEVROLET,CORSA / CORSA 2,94>02,FUELLE DIR. CHEVROLET CORSA (94-02) - CORSA II (02-11) - (HIDRAULICA),26032286,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11380-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-11380/,SERRAT,Código: 11380,DIRECCIÓN,11,50,173,CAJA,IZQ/DER,11 x 50 x 173
11381,FUELLE,FORD,FIESTA / FOCUS / KA / MONDEO / S-MAX,94>04,FUELLE DIR. FORD FIESTA (94-04) - FOCUS (90..) - KA (99…) - MONDEO (94…) - S MAX (06-15) - (HIDRAULICA),XS6C3K661AA,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/Direccion_11381escala-reducida-1.jpg,https://serratsrl.com.ar/producto/codigo-11381/,SERRAT,Código: 11381,DIRECCIÓN,15,57,187,CAJA,IZQ/DER,15 x 57 x 187
31000,FUELLE,VOLKSWAGEN,1500 / VW1500,73>89,KIT DE DIRECCION V.W. 1500 (73-89) - (MECANICA),75061261N,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31000.jpg,https://serratsrl.com.ar/producto/codigo-31000/,SERRAT,Código: 31000,DIRECCIÓN,17,42,174,CAJA,IZQ,17 x 42 x 174
31001,FUELLE,TOYOTA,4RUNNER / HILUX,02>,KIT DE DIRECCION TOYOTA HILUX (02...) - 4RUNNER (96...) - (HIDRAULICA),455360K010,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31001.jpg,https://serratsrl.com.ar/producto/codigo-31001/,SERRAT,Código: 31001,DIRECCIÓN,15,52,220,CAJA,DER,15 x 52 x 220
31002,FUELLE,FORD / RENAULT / TOYOTA,4RUNNER / HILUX / KUGA / MEGANE II / MEGANE III / RANGER,12>17,FUELLE DIRECCION TOYOTA HILUX (02...) - 4RUNNER (96...) - (IZQUIERDO) / FORD RANGER (12-17) - KUGA (10…) / RENAULT MEGANE II/III (10…) - (DER-IZQ) - (HIDRAULICA),4553SOK010,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31002.jpg,https://serratsrl.com.ar/producto/codigo-31002/,SERRAT,Código: 31002,DIRECCIÓN,15,51,195,CAJA,IZQ,15 x 51 x 195
31003,FUELLE,TOYOTA,COROLLA / RAV4,02>,KIT DIR. TOYOTA COROLLA (02...) - RAV4 (94...) - (HIDRAULICA) - (IZQ - DER),4553513010,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31003.jpg,https://serratsrl.com.ar/producto/codigo-31003/,SERRAT,Código: 31003,DIRECCIÓN,14,51,176,CAJA,IZQ/DER,14 x 51 x 176
31004,FUELLE,TOYOTA,4RUNNER / HILUX,98>02,KIT DE DIRECCION TOYOTA HILUX SW4 (98-02) - (DERECHO) - (HIDRAULICA),4553535030,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31004.jpg,https://serratsrl.com.ar/producto/codigo-31004/,SERRAT,Código: 31004,DIRECCIÓN,29,57,195,CAJA,IZQ/DER,29 x 57 x 195
31005,FUELLE,HONDA,FIT / NEW CIVIC,03>09,KIT DE DIRECCION HONDA NEW CIVIC (10…) FIT (03-09) - (HIDRAULICA),53534-SEL-003,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31005.jpg,https://serratsrl.com.ar/producto/codigo-31005/,SERRAT,Código: 31005,DIRECCIÓN,12,48,170,CAJA,IZQ/DER,12 x 48 x 170
31006,FUELLE,CHEVROLET / CITROËN / NISSAN / PEUGEOT / RENAULT,2008 / 208 / 301 / AGILE / AVEO / C-ELYSSE / C3 / COBALT / CRUZE / KWID / MARCH / NOTE / ONIX / PRISMA / S10 / SONIC / SPARK / SPIN / TRACKER / VERSA,09>,KIT DE DIRECCION CHEVROLET AGILE (09…) - AVEO (08…) - SPARK (08…) - COBALT (13…) - ONIX (13…) - PRISMA (11…) - SONIC (12…) - SPIN (12…) - CRUZE (10…) - TRACKER (13…) - S10 (02...) / CITROEN C3 (03...) - C-ELYSSE (16…) / NISSAN MARCH (12…) - NOTE (15…) - VERSA (13...) / PEUGEOT 208 (13...) - 301 (16...) 2008 (16...) / RENAULT KWID (18...) - (HIDRAULICA),1540025,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31005-2.jpg,https://serratsrl.com.ar/producto/codigo-31006/,SERRAT,Código: 31006,DIRECCIÓN,13,50,195,CAJA,IZQ/DER,13 x 50 x 195
31007,FUELLE,CHEVROLET,ASTRA / CAPTIVA / MERIVA / VECTRA / ZAFIRA,03>13,KIT DE DIRECCION CHEVROLET ASTRA (96...) - MERIVA (03-13) - VECTRA (94…) - ZAFIRA (01-11) - CAPTIVA (96...) - (HIDRAULICA),1562008,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31007.jpg,https://serratsrl.com.ar/producto/codigo-31007/,SERRAT,Código: 31007,DIRECCIÓN,14,46,180,CAJA,IZQ/DER,14 x 46 x 180
31008,FUELLE,NISSAN / RENAULT,FLUENCE / KOLEOS / LOGAN I/II / SANDERO I/II / SENTRA / SYMBOL / TIIDA / X-TRAIL,09>14,KIT DE DIRECCION RENAULT SANDERO I/II (07…) - SYMBOL (07…) - LOGAN I/II (07…) - KOLEOS (09-14) - FLUENCE (10…) / NISSAN SENTRA (91…) - TIIDA (07-14) - X TRAIL (14...) - | (HIDRAULICA),8D041831K,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31008.jpg,https://serratsrl.com.ar/producto/codigo-31008/,SERRAT,Código: 31008,DIRECCIÓN,21,66,243,CAJA,IZQ/DER,21 x 66 x 243
31009,FUELLE,VOLKSWAGEN,PASSAT,95>,KIT DE DIRECCION V.W. PASSAT (95…),8D041831K,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31009.jpg,https://serratsrl.com.ar/producto/codigo-31009/,SERRAT,Código: 31009,DIRECCIÓN,21,66,243,CAJA,IZQ/DER,21 x 66 x 243
31010,FUELLE,VOLKSWAGEN,1500 / VW1500,73>89,KIT DE DIRECCION V.W. 1500 (73-89) - (MECANICA),75061261,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31010.jpg,https://serratsrl.com.ar/producto/codigo-31010/,SERRAT,Código: 31010,DIRECCIÓN,18,37,195,CAJA,DER,18 x 37 x 195
31011,FUELLE,VOLKSWAGEN,AMAROK,10>,KIT DE | DIRECCION VW. AMAROK (10…) - (HIDRAULICA),7L0422831A,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31011.jpg,https://serratsrl.com.ar/producto/codigo-31011/,SERRAT,Código: 31011,DIRECCIÓN,17,71,196,CAJA,IZQ/DER,17 x 71 x 196
31012,FUELLE,RENAULT,CAPTUR / DUSTER / MASTER / MASTER III / OROCH,11>,KIT DE DIRECCION RENAULT DUSTER (11…) OROCH (17…)- MASTER ( 99…) - CAPTUR (17…) - (HIDRAULICA),8201108358,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31012.jpg,https://serratsrl.com.ar/producto/codigo-31012/,SERRAT,Código: 31012,DIRECCIÓN,14,61,190,CAJA,IZQ/DER,14 x 61 x 190
31013,FUELLE,CHEVROLET,CORSA,11>,KIT DE DIRECCION CHEVROLET CORSA CLASSIC (11…) - (HIDRAULICA),1577302,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31013.jpg,https://serratsrl.com.ar/producto/codigo-31013/,SERRAT,Código: 31013,DIRECCIÓN,15,43,182,CAJA,IZQ/DER,15 x 43 x 182
31014,FUELLE,FIAT / FORD / JEEP / RENAULT,500 / ECOSPORT / FIESTA / FLUENCE / FOCUS / KA / MEGANE III / RENEGADE / S-MAX / TORO,06>15,KIT DE DIRECCION FORD FIESTA (13…) - ECOSPORT (13…) - KA (14…) - FOCUS (14…) - S MAX (06-15) / RENAULT - FLUENCE (10…) - MEGANE III (10…)/ FIAT - 500 (12…) - TORO (11...) / JEEP RENEGADE - (HIDRAULICA),A0003207,,,,https://serratsrl.com.ar/wp-content/uploads/2024/07/31014.jpg,https://serratsrl.com.ar/producto/codigo-31014/,SERRAT,Código: 31014,DIRECCIÓN,13,55,192,CAJA,IZQ/DER,13 x 55 x 192
