codigo,producto,ficha_anio,ficha_info,ficha_oem,ficha_medidas,imagen_producto,url_ficha,fuente,titulo,categoria,boca_chica,boca_grande,largo,posicion,lado,dimensiones
10190,FUELLE,82>92,FUELLE TRANSMISIÓN RENAULT R6 (CON HOMOCINETICA) (82-92) - R9 (85-97) - R11 (85-95) R12 CON HOMOCINETICA 4 VEL. (82-86) - R12 (CON HOMOCINETICA) 5 VEL. (87-95) - R18 (…93),7701200922,22 x 79 x 121,https://serratsrl.com.ar/wp-content/uploads/2024/06/10190-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10190/,SERRAT,Código: 10190,TRANSMISIÓN,22,79,121,RUEDA,IZQ/DER,
10205,FUELLE,85>97,FUELLE TRANSMISIÓN RENAULT R9 (85-97) - R11 (85-95) - R12 (CON HOMOCINETICA) 5 VEL. (87-95),7701202350,30 x 66 x 122,https://serratsrl.com.ar/wp-content/uploads/2024/06/10205-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10205/,SERRAT,Código: 10205,TRANSMISIÓN,30,66,122,CAJA,IZQ/DER,
10207,FUELLE,87>95,FUELLE TRANSMISIÓN RENAULT R12 (CON TRICETA) 4 VEL. (...81) - R12 (CON HOMOCINETICA) 5 VEL. (87-95),7701202350,24 x 86 x 125,https://serratsrl.com.ar/wp-content/uploads/2024/06/10205-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10207/,SERRAT,Código: 10207,TRANSMISIÓN,24,86,125,CAJA,IZQ/DER,
10220,FUELLE,,FUELLE TRANSMISIÓN RENAULT R18 (…95),7701021452,24 x 85 x 125,https://serratsrl.com.ar/wp-content/uploads/2024/06/10220-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10220/,SERRAT,Codigo: 10220,TRANSMISIÓN,24,85,125,RUEDA,IZQ/DER,
10240,FUELLE,86>97,FUELLE TRANSMISIÓN RENAULT R18 (…95) - R21 (86-97) - TRAFIC 1.4 (…89) - TRAFIC 2.0 (…89) - TRAFIC 2.0 (90-03) / MERCEDEZ BENZ MB180,7701464758,23 x 75 x 120,https://serratsrl.com.ar/wp-content/uploads/2024/06/10240-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10240/,SERRAT,Código: 10240,TRANSMISIÓN,23,75,120,CAJA,IZQ/DER,
10242,FUELLE,90>03,FUELLE TRANSMISIÓN RENAULT R18 (...95) - TRAFIC 2.0 (90-03),7701463586,33 x 79 x 122,https://serratsrl.com.ar/wp-content/uploads/2024/06/10242-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10242/,SERRAT,Código: 10242,TRANSMISIÓN,33,79,122,CAJA,IZQ/DER,
10295,FUELLE,91>97,FUELLE TRANSMISIÓN CHEVROLET ASTRA (96...) - KADETT (91-97) - VECTRA (94…) / FIAT TEMPRA (93-97) - TIPO (92-98) - MAREA (98-07) / RENAULT R18 (…95) - FUEGO (80-95) - TRAFFIC 2.0 (90-03) | 7701464775 / 90125491,,23 x 86 x 82,https://serratsrl.com.ar/wp-content/uploads/2024/06/10295-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10295/,SERRAT,Código: 10295,TRANSMISIÓN,23,86,82,RUEDA,IZQ/DER,
10297,FUELLE,96>03,FUELLE TRANSMISIÓN FORD ESCORT (96-03) GALAXY (92-96) - KA (97-14) - ORION (93-97) / RENAULT R21 (86-97) / V.W - GOL (91...) - GOL CONTRY (97-11) - GOLF (94-99) - POINTER (94-97) - POLO (96-97) - QUANTUN (91-00) - SANTANA (03-07) - SAVEIRO (96…) - VOYAGE (04…) | 7701035088/ 337498203 / 547407285,,21 x 85 x 85,https://serratsrl.com.ar/wp-content/uploads/2024/06/10297-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10297/,SERRAT,Código: 10297,TRANSMISIÓN,21,85,85,RUEDA,IZQ/DER,
10300,FUELLE,,FUELLE TRANSMISIÓN RENAULT TRAFIC 2.0 (...89),7701201810,25 x 95 x 134,https://serratsrl.com.ar/wp-content/uploads/2024/06/10300-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10300/,SERRAT,Código: 10300,TRANSMISIÓN,25,95,134,RUEDA,IZQ/DER,
10320,FUELLE,,FUELLE TRANSMISIÓN RENAULT TRAFIC 1.4 (...89),AG6313300185,23 x 86 x 128,https://serratsrl.com.ar/wp-content/uploads/2024/06/10320-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10320/,SERRAT,Código: 10320,TRANSMISIÓN,23,86,128,RUEDA,IZQ/DER,
10322,FUELLE,,FUELLE TRANSMISIÓN MERCEDES BENZ MB 180 (TODOS LOS MODELOS),AG6313300185,23 x 86 x 128,https://serratsrl.com.ar/wp-content/uploads/2024/06/10322-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10322/,SERRAT,Código: 10322,TRANSMISIÓN,23,86,128,RUEDA,IZQ/DER,
10331,FUELLE,08>,FUELLE TRANSMISIÓN RENAULT KANGOON II (08…) - SANDERO I/II (08…) - SYMBOL (07…) - LOGAN I/II(07…) - CLIO II (00…) - | (CON LOBULOS),7701471522,20 x 71 x 80,https://serratsrl.com.ar/wp-content/uploads/2024/06/10331-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10331/,SERRAT,Código: 10331,TRANSMISIÓN,20,71,80,CAJA,DER,
10332,FUELLE,86>97,FUELLE TRANSMISIÓN RENAULT R21 (86-97) - TRAFIC 1.4 (…89) - | (CON LOBULOS),7701466122,22 x 77 x 118,https://serratsrl.com.ar/wp-content/uploads/2024/06/10332-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10332/,SERRAT,Código: 10332,TRANSMISIÓN,22,77,118,CAJA,DER,
10335,FUELLE,88>00,FUELLE TRANSMISIÓN RENAULT R19 (88-00) - CLIO (91-00) - EXPRESS (91-03) - KANGOO (99-07) - TWINGO (94-03),7701034800,27 x 88 x 130,https://serratsrl.com.ar/wp-content/uploads/2024/06/10335-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10335/,SERRAT,Código: 10335,TRANSMISIÓN,27,88,130,RUEDA,IZQ/DER,
10336,FUELLE,91>03,FUELLE TRANSMISIÓN RENAULT CLIO II (00…) - LOGAN I/II (07…) - SANDERO I/II (08…) - SYMBOL (07…) - EXPRESS (91-03) - KANGOO II/III (08…) - MEGANE III (10... ) - SCENIC II (02-12) / NISSAN SENTRA ( 91…) - TIIDA (07-14),7701469021,25 x 80 x 125,https://serratsrl.com.ar/wp-content/uploads/2024/06/10336-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10336/,SERRAT,Código: 10336,TRANSMISIÓN,25,80,125,RUEDA,IZQ/DER,
10337,FUELLE,91>03,FUELLE TRANSMISIÓN RENAULT CLIO II (00…) - EXPRESS (91-03) - KANGOO II/III (08…) - MEGANE III (10…) - SCENIC II (02-12) / PEUGEOT 308 (09…),7701469416,35 x 80 x 125,https://serratsrl.com.ar/wp-content/uploads/2024/06/10337-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10337/,SERRAT,Código: 10337,TRANSMISIÓN,35,80,125,RUEDA,IZQ/DER,
10339,FUELLE,91>03,FUELLE TRANSMISIÓN RENAULT CLIO II (00…) - EXPRESS (91-03) - KANGOO II/III (08…) - LAGUNA II (03-08) - MEGANE III (10…) - SCENIC (98-02) - SCENIC II (02-12 ) - | (CON LOBULOS),7701471522,26 x 78 x 110,https://serratsrl.com.ar/wp-content/uploads/2024/06/10339-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10339/,SERRAT,Código: 10339,TRANSMISIÓN,26,78,110,CAJA,DER,
10341,FUELLE,91>99,FUELLE TRANSMISIÓN RENAULT CLIO (91-99) - CLIO II (00…) - EXPRESS (91-03) - KANGOO II (08…) - LAGUNA II (03-08) - MEGANE II (00-09) - MEGANE III (10…) - SCENIC (98-02) - SCENIC II (02-12 ),7701466349,26 x 78 x 110,https://serratsrl.com.ar/wp-content/uploads/2024/06/10341-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10341/,SERRAT,Código: 10341,TRANSMISIÓN,26,78,110,CAJA,DER,
10400,FUELLE,,FUELLE TRANSMISIÓN CITROEN VISA (TODOS LOS MODELOS ) / FIAT 128 (...85) - REGATTA (…92),7509702,21 x 70 x 101,https://serratsrl.com.ar/wp-content/uploads/2024/06/10400-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10400/,SERRAT,Código: 10400,TRANSMISIÓN,21,70,101,RUEDA,IZQ/DER,
10420,FUELLE,86>91,FUELLE TRANSMISIÓN FIAT 128 (86-91) - 147 (81-97) - DUNA (87-01) - FIORINO (87…) - TIPO (92-98) - UNO (87...) - (TODOS LOS MODELOS ),7642776,21 x 75 x 84,https://serratsrl.com.ar/wp-content/uploads/2024/06/10420-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10420/,SERRAT,Código: 10420,TRANSMISIÓN,21,75,84,RUEDA,IZQ/DER,
10421,FUELLE,97>,FUELLE TRANSMISIÓN FIAT PALIO (97...) - SIENA (97…) - STRADA (99…) - MOBI EASY (14…),7725071,24 x 83 x 89,https://serratsrl.com.ar/wp-content/uploads/2024/06/10421-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10421/,SERRAT,Código: 10421,TRANSMISIÓN,24,83,89,RUEDA,IZQ/DER,
10440,FUELLE,93>96,FUELLE TRANSMISIÓN FIAT REGATTA (93-96) - TEMPRA (92-98) - TIPO (92-98),4315444,26 x 63 x 89,https://serratsrl.com.ar/wp-content/uploads/2024/06/10440-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10440/,SERRAT,Código: 10440,TRANSMISIÓN,26,63,89,CAJA,IZQ/DER,
10455,FUELLE,93>96,FUELLE TRANSMISIÓN FIAT REGATTA (93-96),5947167,25 x 78 x 81,https://serratsrl.com.ar/wp-content/uploads/2024/06/TRANSMISION_10455-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10455/,SERRAT,Código: 10455,TRANSMISIÓN,25,78,81,RUEDA,IZQ/DER,
10490,FUELLE,86>91,FUELLE TRANSMISIÓN FIAT 128 (86-91) - 147 (81-97) - DUNA (87-95) - FIORINO (87…) - UNO (…92) - | (PARA BRIDA),7689505,30 x 74 x 91,https://serratsrl.com.ar/wp-content/uploads/2024/06/10490-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10490/,SERRAT,Código: 10490,TRANSMISIÓN,30,74,91,CAJA,IZQ/DER,
10492,FUELLE,95>01,FUELLE TRANSMISIÓN FIAT DUNA (95-01) - FIORINO (87...) - PALIO (97…) - SIENA (97…) - TIPO (92-98) - UNO (93…) -ARGO (17…) - CRONOS (17… ) - MOBI (10…) - | (PARA ABRAZADERA),7625541,28 x 82 x 90,https://serratsrl.com.ar/wp-content/uploads/2024/06/10492-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10492/,SERRAT,Código: 10492,TRANSMISIÓN,28,82,90,CAJA,IZQ/DER,
10494,FUELLE,92>96,FUELLE TRANSMISIÓN FIAT DUCATO (92-96) / PEUGEOT BOXER (95-06) | 329342 / 95569342,,25 x 97 x 143,https://serratsrl.com.ar/wp-content/uploads/2024/06/10494-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10494/,SERRAT,Código: 10494,TRANSMISIÓN,25,97,143,RUEDA,IZQ/DER,
10496,FUELLE,92>96,FUELLE TRANSMISIÓN FIAT DUCATO (92-96) / PEUGEOT BOXER (95-06) | 328749 / 95569341,,22 x 99 x 100,https://serratsrl.com.ar/wp-content/uploads/2024/06/10496-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10496/,SERRAT,Código: 10496,TRANSMISIÓN,22,99,100,CAJA,IZQ/DER,
10500,FUELLE,90>92,FUELLE TRANSMISIÓN FORD GALAXY (…91) / V.W. CARAT (90-92) - GACEL (85-94) - GOL (91…) - GOL CONTRY (97-11) - VOYAGE (08…) - SAVEIRO (90-95) - SENDA (89-97) | ZBA407285 / 377407285,,22 x 80 x 83,https://serratsrl.com.ar/wp-content/uploads/2024/06/10500-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10500/,SERRAT,Código: 10500,TRANSMISIÓN,22,80,83,RUEDA,IZQ/DER,
10520,FUELLE,96>03,FUELLE TRANSMISIÓN FORD ESCORT (96-03) - GALAXY (...91) / RENAULT R18 (…93) / SEAT VARIO (99…) / V.W. CARAT (90-92) - GACEL (85-94) GOL (91…) - VOYAGE ( 08…) - GOL COUNTRY (97…) - SAVEIRO (90-95) - SENDA (89-96) | ZBA407361 / 7701034903,,21 x 57 x 80,https://serratsrl.com.ar/wp-content/uploads/2024/06/10520-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10520/,SERRAT,Código: 10520,TRANSMISIÓN,21,57,80,CAJA,IZQ/DER,
10540,FUELLE,93>94,FUELLE TRANSMISIÓN FIAT REGATTA (93-94) - TEMPRA (92-98) - MAREA (98-07) - STRADA (99..) / FORD GALAXY (…91) / V.W. KOMBI (73-13) | 43307029 /803407283B / 3015012171,,25 x 63 x 98,https://serratsrl.com.ar/wp-content/uploads/2024/06/10540-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10540/,SERRAT,Código: 10540,TRANSMISIÓN,25,63,98,CAJA,IZQ/DER,
10568,FUELLE,92>97,FUELLE TRANSMISIÓN FORD ESCORT (...03) - GALAXY (92-97) - ORION (93-97) / SEAT IBIZA (95-11) - TOLEDO (94-10) INCA (98-13) - CORDOBA (95-10) / V.W. CADDY (98-09) - PASSAT (95...) - GOL (91…) - GOL COUNTRY (97-11) - GOLF (94...) - POINTER (94-97 ) - BORA (00-14) - POLO (96-10) - QUANTUM (91-00) - SANTANA ( 03-07) - SAVEIRO (96...) - VOYAGE (04…) - TIGUAN (08...) / AUDI A3- A4 | 1K0498201 / 337498201,,24 x 58 x 104,https://serratsrl.com.ar/wp-content/uploads/2024/06/10568-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10568/,SERRAT,Código: 10568,TRANSMISIÓN,24,58,104,CAJA,IZQ/DER,
10572,FUELLE,95>11,FUELLE TRANSMISIÓN SEAT IBIZA (95-11) - TOLEDO (94-10) - INCA (98-13) - CORDOBA (95-10) / V.W. CADDY (98-09) - FOX - CROSSFOX - SURAN (04…) - GOLF (94...) - POINTER (94-97) - POLO (96-10),191498202A,40 x 62 x 104,https://serratsrl.com.ar/wp-content/uploads/2024/06/10572-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10572/,SERRAT,Código: 10572,TRANSMISIÓN,40,62,104,CAJA,IZQ/DER,
10600,FUELLE,,FUELLE TRANSMISIÓN FORD SIERRA 1.6 (...92),6101700,19 x 51 x 74,https://serratsrl.com.ar/wp-content/uploads/2024/06/10600-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10600/,SERRAT,Código: 10600,TRANSMISIÓN,19,51,74,RUEDA,IZQ/DER,
10620,FUELLE,,FUELLE TRANSMISIÓN FORD SIERRA 2.3 (...94),6127557,25 x 59 x 80,https://serratsrl.com.ar/wp-content/uploads/2024/06/10620-escala-reducida-2.jpg,https://serratsrl.com.ar/producto/codigo-10620/,SERRAT,Código: 10620,TRANSMISIÓN,25,59,80,RUEDA,IZQ/DER,
10640,FUELLE,97>,FUELLE TRANSMISIÓN FORD COURRIER (97...) - ESCORT (…03) - FIESTA (94...),77TT3A331FA,23 x 80 x 103,https://serratsrl.com.ar/wp-content/uploads/2024/06/10640-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10640/,SERRAT,Código: 10640,TRANSMISIÓN,23,80,103,RUEDA,IZQ/DER,
10641,FUELLE,99>12,FUELLE TRANSMISIÓN FORD ECOSPORT (03...) - FOCUS (99-12) - S MAX (06-15) / FIAT DOBLO (10..) - IDEA (05…) - LINEA ( 08…) - PUNTO (07…) - STILO (03-11) - 500 (12…) - ARGO (17…) - CRONOS (18…) - STRADA (99...) - TORO (11...) - QUBO (08...) / RENAULT CLIO MIO 1.2 (13…) - KANGOO II/III (08…) / TOYOTA ETIOS (13…) - RAV4 (94...) / VW. NIVUS (20...) - T-CROSS (20...) / JEEP RENEGADE | XS4J4A084BA / 7701467125 / 044270D338,,23 x 82 x 107,https://serratsrl.com.ar/wp-content/uploads/2024/06/10641-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10641/,SERRAT,Código: 10641,TRANSMISIÓN,23,82,107,RUEDA,IZQ/DER,
10642,FUELLE,99>12,FUELLE TRANSMISIÓN FORD ECOSPORT (02...) - FOCUS (99-12) - S MAX (06-15) / FIAT - 500 (12…) - | (CON LOBULOS),XS4J4A084GA,23 x 75 x 89,https://serratsrl.com.ar/wp-content/uploads/2024/06/10642-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10642/,SERRAT,Código: 10642,TRANSMISIÓN,23,75,89,CAJA,IZQ/DER,
10643,FUELLE,99>12,FUELLE TRANSMISIÓN FORD ECOSPORT (02…) - FOCUS (99-12) - S MAX (06-15),XS4J4A084AA,32 x 82 x 107,https://serratsrl.com.ar/wp-content/uploads/2024/06/10643-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10643/,SERRAT,Código: 10643,TRANSMISIÓN,32,82,107,RUEDA,IZQ/DER,
10644,FUELLE,99>12,FUELLE TRANSMISIÓN FORD ECOSPORT (02…) - FOCUS (99-12) - S MAX (06-15) - | (CON LOBULOS),XS4J4A084GB,28 x 75 x 89,https://serratsrl.com.ar/wp-content/uploads/2024/06/10644-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10644/,SERRAT,Código: 10644,TRANSMISIÓN,28,75,89,CAJA,IZQ/DER,
10645,FUELLE,96>12,FUELLE TRANSMISIÓN FORD RANGER (96-12) / HYUNDAI SANTA FE (01…) - TUCSON (05…),F87A3A331A,28 x 91 x 126,https://serratsrl.com.ar/wp-content/uploads/2024/06/TRANSMISION_10645-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10645/,SERRAT,Código: 10645,TRANSMISIÓN,28,91,126,RUEDA,IZQ/DER,
10646,FUELLE,96>12,FUELLE TRANSMISIÓN FORD RANGER (96-12) - | (CON LOBULOS),F87A3A331AA,28 x 92 x 126,https://serratsrl.com.ar/wp-content/uploads/2024/06/TRANSMISION_10646-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10646/,SERRAT,Código: 10646,TRANSMISIÓN,28,92,126,CAJA,IZQ/DER,
10660,FUELLE,97>11,FUELLE TRANSMISIÓN FORD COURRIER (97-11) - FIESTA (94-99) - KA (97 -14),6028724,20 x 69 x 100,https://serratsrl.com.ar/wp-content/uploads/2024/06/10660-20660-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10660/,SERRAT,Código: 10660,TRANSMISIÓN,20,69,100,RUEDA,IZQ/DER,
10670,FUELLE,97>11,FUELLE TRANSMISIÓN FORD COURRIER (97-11) - ESCORT (...03) - FIESTA (94...) - KA (97-14) - | (CON LOBULOS),97FU4K258EA,21 x 77 x 111,https://serratsrl.com.ar/wp-content/uploads/2024/06/TRANSMISION_10670-escala-reducida.jpg,https://serratsrl.com.ar/producto/codigo-10670/,SERRAT,Código: 10670,TRANSMISIÓN,21,77,111,CAJA,IZQ/DER,
10680,FUELLE,94>12,FUELLE TRANSMISIÓN FORD MONDEO (94-12) / PEUGEOT 306 (99-03) - 405 (96-03) - 605 (92-00) / HYUNDAI SANTA FE (01…) - TUCSON (05…) / SEAT CORDOBA (95-10) - IBIZA ( 95-11) - INCA (98-13) - TOLEDO (94-10) - VARIO (99…) / V.W. CADDY (98-09) - BORA (00-14) - GOLF (94-99) - POLO ( 96-10) - RENAULT KOLEOS (09-14) - R19 (88-00) - | (CON LABIO INTERIOR) | 329396 / 49541P0400 / 6756618,,25 x 87 x 135,https://serratsrl.com.ar/wp-content/uploads/2024/06/10680-10780-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10680/,SERRAT,Código: 10680,TRANSMISIÓN,25,87,135,RUEDA,IZQ/DER,
10690,FUELLE,91>97,FUELLE TRANSMISIÓN CHEVROLET ASTRA (96...) - AVEO (08...) - KADETT (91-97) - MONZA (82-98) - SPARK (08...) - FIAT IDEA ( 05…) - LINEA (08…) - PALIO (04-09) - PUNTO (07…) - STRADA (99...) / FORD COURRIER (97-11) - ESCORT (96-03) - FIESTA (94…) - KA (97-14) / RENAULT R18 (…93) - FUEGO (80-95) - LAGUNA (93-02) | 7701036748 / 90112609 / XS614A084DA,,22 x 67 x 97,https://serratsrl.com.ar/wp-content/uploads/2024/06/10690-3-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10690/,SERRAT,Código: 10690,TRANSMISIÓN,22,67,97,RUEDA,IZQ/DER,
10705,FUELLE,,FUELLE TRANSMISIÓN CITROEN 2CV - 3CV - AMI 8 - MEHARI ORIGINAL,AM37399,75 x 75 x 68,https://serratsrl.com.ar/wp-content/uploads/2024/06/10705-1-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10705/,SERRAT,Código: 10705,TRANSMISIÓN,75,75,68,RUEDA,IZQ/DER,
10715,FUELLE,,FUELLE TRANSMISIÓN CITROEN 2CV - 3CV - AMI 8 - MEHARI REFORMA,,35 x 74 x 100,https://serratsrl.com.ar/wp-content/uploads/2024/06/10715-1-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10715/,SERRAT,Código: 10715,TRANSMISIÓN,35,74,100,RUEDA,IZQ/DER,
10725,FUELLE,,FUELLE TRANSMISIÓN CITROEN 2CV - 3CV - AMI 8 - MEHARI PALIERS,,25 x 36 x 105,https://serratsrl.com.ar/wp-content/uploads/2024/06/10725-1-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10725/,SERRAT,Código: 10725,TRANSMISIÓN,25,36,105,CAJA,IZQ/DER,
10730,FUELLE,,FUELLE TRANSMISIÓN CITROEN VISA - (TODOS LOS MODELOS),95532951,19 x 83 x 100,https://serratsrl.com.ar/wp-content/uploads/2024/06/10730-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10730/,SERRAT,Código: 10730,TRANSMISIÓN,19,83,100,CAJA,IZQ/DER,
10745,FUELLE,,FUELLE TRANSMISIÓN CITROEN SUPER AMERICA,,38 x 91 x 80,https://serratsrl.com.ar/wp-content/uploads/2024/06/10745-1-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10745/,SERRAT,Código: 10745,TRANSMISIÓN,38,91,80,RUEDA,IZQ/DER,
10750,FUELLE,93>95,FUELLE TRANSMISIÓN CITROEN AX (93-95) - C15 (92...) / PEUGEOT 205 (90-00) - 306 (99-03),329377,21 x 84 x 86,https://serratsrl.com.ar/wp-content/uploads/2024/06/10750-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10750/,SERRAT,Código: 10750,TRANSMISIÓN,21,84,86,RUEDA,IZQ/DER,
10754,FUELLE,93>95,FUELLE TRANSMISIÓN CITROEN AX (93-95) - BERLINGO (02…) - C15 (92...) - SAXO (01-05) / PEUGEOT 106 (95-03) - 205 (90-99) - 306 (99-03) - PARTNER (98...) - 307 (01-12) / RENAULT MEGANE (97-99) - MEGANE II (00-02) - SCENIC (98-01) | 328769 / 95619709 / 7701464418,,20 x 635 x 96,https://serratsrl.com.ar/wp-content/uploads/2024/06/10754-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10754/,SERRAT,Código: 10754,TRANSMISIÓN,20,635,96,CAJA,IZQ/DER,
10760,FUELLE,90>93,FUELLE TRANSMISIÓN CITROEN BX (90-93) - C15 (92...) - XANTIA (93-01) - ZX (93-99) / PEUGEOT 405 (96-03) - 806 (92-02) | 329383 / 95598211,,23 x 80 x 102,https://serratsrl.com.ar/wp-content/uploads/2024/06/10760-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10760/,SERRAT,Código: 10760,TRANSMISIÓN,23,80,102,RUEDA,IZQ/DER,
10761,FUELLE,99>13,FUELLE TRANSMISIÓN PEUGEOT 206 (99-13) - 207 (08…) - 208 (13…) -301 (16..) - 307 (01-12) -2008 (16…) / CITROEN C3 (03…) - C-ELYSSE (16…),329335,35 x 80 x 112,https://serratsrl.com.ar/wp-content/uploads/2024/06/10761-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10761/,SERRAT,Código: 10761,TRANSMISIÓN,35,80,112,RUEDA,,
10762,FUELLE,99>13,FUELLE TRANSMISIÓN PEUGEOT 206 (99-13) - 207 (08…) - 208 (13…) -301 (16..) - 307 (01-12) -2008 (16…) / CITROEN C3 (03…) - C-ELYSSE (16…) - | (CON LOBULOS),321498,30 x 69 x 90,https://serratsrl.com.ar/wp-content/uploads/2024/06/10762-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10762/,SERRAT,Código: 10762,TRANSMISIÓN,30,69,90,CAJA,IZQ/DER,
10770,FUELLE,98>01,FUELLE TRANSMISIÓN CITROEN BERLINGO (98-01) - BX (90-93) - C15 (92...) - XANTIA (96-01) - ZX (93-99) / PEUGEOT 306 (99-03) - 405 (96-03) - 605 (92-00) - 806 (92-02) | 328779 / 9609802380,,24 x 81 x 105,https://serratsrl.com.ar/wp-content/uploads/2024/06/10770-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10770/,SERRAT,Código: 10770,TRANSMISIÓN,24,81,105,CAJA,IZQ/DER,
10771,FUELLE,90>93,FUELLE TRANSMISIÓN CITROEN BX (90-93) / FIAT DUCATO (99...) / PEUGEOT BOXER (07...) - | (CON LABIO INTERIOR) | 329359 / 95653006,,23 x 81 x 105,https://serratsrl.com.ar/wp-content/uploads/2024/06/10771-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10771/,SERRAT,Código: 10771,TRANSMISIÓN,23,81,105,CAJA,IZQ/DER,
10780,FUELLE,04>09,FUELLE TRANSMISIÓN CHEVROLET S10 (96...) - FIAT DUCATO (99…) -LINEA (08…) - IDEA (05…) - PALIO (04-09) - PUNTO (07…) / NISSAN FRONTIER (02...) - KICKS (18…) - MURANO - VERSA (13...) - X TRAIL (14...) / PEUGEOT 306 ( 99-03) - 605 (92-00) - PARTNER (98…) - BOXER (07…) / RENAULT LAGUNA I/II (93-08) - MEGANE I/II (97-09) - SCENIC (98-02) - KOLEOS (09-14) / V.W. FOX - CROSSFOX (04…) - SURAN (04…) - PASSAT (95…) - GOLF (00…) - POLO (96 ...) - VENTO (06…) - TIGUAN (08…) - VIRTUS (17…) AUDI A3 / CITROEN ZX (93-99) / FORD MONDEO (94-12) / AUDI A3-A4 | 329398 / 7701035380 / 6K0498203 / 392415V125 / 9568680,,25 x 88 x 135,https://serratsrl.com.ar/wp-content/uploads/2024/06/10680-10780-1-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10780/,SERRAT,Código: 10780,TRANSMISIÓN,25,88,135,RUEDA,IZQ/DER,
10790,FUELLE,93>95,FUELLE TRANSMISIÓN CITROEN AX (93-95) - BERLINGO (98-01) - C-ELYSSE (16…) - SAXO (01-05) - C3 (03…) / PEUGEOT 106 (95-03) - 205 (90-00) - 207 (08…) - 206 (99-13) - 208 (13…) - 301 (16…) - 307 (01-12) PARTNER (98...) - 2008 (16...) / NISSAN KICKS (18…) - MARCH (12…) - NOTE (15…),329311,21 x 74 x 109,https://serratsrl.com.ar/wp-content/uploads/2024/06/10790-2-scaled.jpg,https://serratsrl.com.ar/producto/codigo-10790/,SERRAT,Código: 10790,TRANSMISIÓN,21,74,109,RUEDA,IZQ/DER,
